parent_commit_file_hash; current_commit_file_hash; message; author; date;
32727dbc7adc13a4f077287fc3fd830277f32d7c;3a10417a8c919d0c72209213f0df53c207e78d21;cleanup;Alexey Kudravtsev;Wed Apr 5 14:26:46 2006 +0400;
fa1001fa57f5a762dbaf97bb2fa8bd4098e446b2;32727dbc7adc13a4f077287fc3fd830277f32d7c;inspection profile import improvements;Anna Kozlova;Wed Apr 5 14:05:54 2006 +0400;
3c3639c4e615c5443f5902ec0e44cb7c00e35ae3;ada63f54cb4d60c8b390eafa280a7fdfe2ce0803;multiselection in section view;Peter Gromov;Wed Apr 5 13:55:10 2006 +0400;
143d6fd00ed894d6e4f5d6a0cef6ec7e6b12b563;3c3639c4e615c5443f5902ec0e44cb7c00e35ae3;bombed;Alexey Kudravtsev;Wed Apr 5 13:29:36 2006 +0400;
87dc2e7de55ced787f80d8d183fdea9bdb9ae218;fa1001fa57f5a762dbaf97bb2fa8bd4098e446b2;actions tree (keymap) optimization;Anna Kozlova;Wed Apr 5 12:38:08 2006 +0400;
38088a8d1310bfa2b1e2ce7b677b4f7ed667a17f;143d6fd00ed894d6e4f5d6a0cef6ec7e6b12b563;IK bombs moved to Apr 10th.;Maxim Shafirov;Tue Apr 4 23:51:28 2006 +0400;
85a0a05890fdff643aeade55d5f9b1baa3d5a606;d50b8412ed05ce7f926b4d2f0efdddb8f3a9bf70;Proper encoding handling for Perforce diff.;Maxim Shafirov;Tue Apr 4 22:47:40 2006 +0400;
c83c2fd3463be140ba0e0f6e098fea9007b48536;87dc2e7de55ced787f80d8d183fdea9bdb9ae218;http://www.jetbrains.net/jira/browse/IDEADEV-5198;Anna Kozlova;Tue Apr 4 22:16:45 2006 +0400;
476def2de3004624760c46a131dd21e720b5e132;38088a8d1310bfa2b1e2ce7b677b4f7ed667a17f;movements;Peter Gromov;Tue Apr 4 22:01:34 2006 +0400;
8f7548c796f9a5e3f804ee3a31c0496c482eb2d7;c83c2fd3463be140ba0e0f6e098fea9007b48536;movements;Peter Gromov;Tue Apr 4 22:01:34 2006 +0400;
adb00a8eca3637e13936220a992e18a5f51f1ac1;8f7548c796f9a5e3f804ee3a31c0496c482eb2d7;AntDefaultIntrospector implemented with tests fish-class for an arbitraty task;Vyacheslav Lukianov;Tue Apr 4 21:39:34 2006 +0400;
3b6ec442b64fed334911f9a6ceb43bbe14705103;adb00a8eca3637e13936220a992e18a5f51f1ac1;doc;Peter Gromov;Tue Apr 4 20:58:55 2006 +0400;
6f525ef26d17d9606ae8544071db67765fe697e4;476def2de3004624760c46a131dd21e720b5e132;fix websphere debug;Nikolay Chashnikov;Tue Apr 4 20:30:01 2006 +0400;
7dd8cfc57ba53503593edbdea7abd1c8aa87dbf0;41142f1c2ff1e05c488fa3e6e5b06fcc8e8ec09c;[#145] NPE: MatchResultImpl.getMatch (IDEADEV-3655);Maxim Mossienko;Tue Apr 4 20:23:08 2006 +0400;
bee12e41dc05f141968b6a21fb0f00f6ccf6e21b;6f525ef26d17d9606ae8544071db67765fe697e4;[#145] NPE: MatchResultImpl.getMatch (IDEADEV-3655);Maxim Mossienko;Tue Apr 4 20:23:08 2006 +0400;
2a44373ffa6da4a0304c5a4ea0ad530e78073e71;3b6ec442b64fed334911f9a6ceb43bbe14705103;remove unnecessary jdk version checks;Anna Kozlova;Tue Apr 4 20:16:44 2006 +0400;
f8d707d7b371c35c8685cc8e2d15588622af9df0;2a44373ffa6da4a0304c5a4ea0ad530e78073e71;http://www.jetbrains.net/jira/browse/IDEADEV-5401;Anna Kozlova;Tue Apr 4 20:15:22 2006 +0400;
4199325bcc8bf77977bf3313481b85328b954c51;bee12e41dc05f141968b6a21fb0f00f6ccf6e21b;yet another inference bug;Eugene Vigdorchik;Tue Apr 4 20:13:39 2006 +0400;
0826ab1572001a6f1e6a4b38ccc5530d30ae673f;f8d707d7b371c35c8685cc8e2d15588622af9df0;yet another inference bug;Eugene Vigdorchik;Tue Apr 4 20:13:39 2006 +0400;
c7e861a44bb2a3ae7a1272e23f4568f3dd7d2196;0826ab1572001a6f1e6a4b38ccc5530d30ae673f;for components with no binding, prompt for binding rather than disable "Custom Create" property; improve logic for generating binding from text;Dmitry Jemerov;Tue Apr 4 19:50:10 2006 +0400;
46ce77685d8d2463ac9ab41083ef6fc99990e22b;c7e861a44bb2a3ae7a1272e23f4568f3dd7d2196;http://www.jetbrains.net/jira/browse/IDEADEV-5162;Anna Kozlova;Tue Apr 4 19:35:31 2006 +0400;
d7c85918cdd540185a3cb3da04557a2078b492be;4199325bcc8bf77977bf3313481b85328b954c51;[Designer] Adding HTML Beans;Mike Aizatsky;Tue Apr 4 19:18:03 2006 +0400;
eacf9851e3afd78e6aed621c29a51849dd8d9d35;46ce77685d8d2463ac9ab41083ef6fc99990e22b;don't generate initializer block if $$$setupUI$$$() is called explicitly from one of the constructors;Dmitry Jemerov;Tue Apr 4 18:59:52 2006 +0400;
a82ff0a534d44368932f31d13c8ac34641c84717;d7c85918cdd540185a3cb3da04557a2078b492be;yet another inference bug;Eugene Vigdorchik;Tue Apr 4 18:51:11 2006 +0400;
ebe36b3dc566f85f1d5877e8a4a8e125c0148256;eacf9851e3afd78e6aed621c29a51849dd8d9d35;yet another inference bug;Eugene Vigdorchik;Tue Apr 4 18:51:11 2006 +0400;
50faab4cef143f4beafdd767ee60d20f4120e780;ebe36b3dc566f85f1d5877e8a4a8e125c0148256;IDEADEV-4497;Anna Kozlova;Tue Apr 4 18:44:44 2006 +0400;
ba8aa9f0f269f2e431575a26f299fe40fcd61f29;50faab4cef143f4beafdd767ee60d20f4120e780;don't forget to delete getRootComponent() when doing cleanup;Dmitry Jemerov;Tue Apr 4 18:44:03 2006 +0400;
555e5d4b2759e25802298781f9807b473188450d;ba8aa9f0f269f2e431575a26f299fe40fcd61f29;cleanup;Eugene Vigdorchik;Tue Apr 4 18:19:36 2006 +0400;
a8a1e0813e87a6910cc357d83555681567915007;555e5d4b2759e25802298781f9807b473188450d;design-time support for components with no default constructor;Dmitry Jemerov;Tue Apr 4 18:09:36 2006 +0400;
b7081e283fb7b3af9aae5bc8659042b527022837;a82ff0a534d44368932f31d13c8ac34641c84717;Unused property in Properties File (IDEADEV-4490);Maxim Mossienko;Tue Apr 4 18:03:20 2006 +0400;
d3f9702557bc3c7a577789e57c0d9f3c120bb222;a8a1e0813e87a6910cc357d83555681567915007;popups resizing reworked; dimension service key (for popups) introduced; Ctrl Q -> popups;Anna Kozlova;Tue Apr 4 17:56:38 2006 +0400;
7ca9bebb33ee0499fc101b21c344a880eb4a79f3;b7081e283fb7b3af9aae5bc8659042b527022837;Add CSS inspection for unitless number (IDEADEV-5416);Maxim Mossienko;Tue Apr 4 17:55:18 2006 +0400;
c65a42a811aac7f3747bafd86ace82dd9cdacafa;d3f9702557bc3c7a577789e57c0d9f3c120bb222;cleanup;Eugene Vigdorchik;Tue Apr 4 17:44:59 2006 +0400;
15e76e57b633e4199a1dc9fb7357eb851d4cd473;c65a42a811aac7f3747bafd86ace82dd9cdacafa;filter @Test annotated tests by package;Alexey Kudravtsev;Tue Apr 4 17:40:25 2006 +0400;
7fbcb26a6e6819966c77f7338ce92ac87849821c;418fc98eb193a6b6825ecd25272641104f40ca1c;covariant compareTo should be more delicate with generics;Eugene Vigdorchik;Tue Apr 4 17:38:40 2006 +0400;
f9f3a85b1e785d0cd48a58c84fa8367a4e62deb0;15e76e57b633e4199a1dc9fb7357eb851d4cd473;IDEADEV-5309;Eugene Vigdorchik;Tue Apr 4 16:53:48 2006 +0400;
8d13673adfa68e6de34ed7126ba713a5e4d828ce;f9f3a85b1e785d0cd48a58c84fa8367a4e62deb0;IDEADEV-5309;Eugene Vigdorchik;Tue Apr 4 16:51:22 2006 +0400;
6260c295e40d44c62e3c6f60e5dce925025f1727;7ca9bebb33ee0499fc101b21c344a880eb4a79f3;bind properties of faces form components;Sergey Vasiliev;Tue Apr 4 16:50:40 2006 +0400;
1a2ac0a2d36858227f11b9ca74943b9fbd93faec;8d13673adfa68e6de34ed7126ba713a5e4d828ce;ignored test icon;Alexey Kudravtsev;Tue Apr 4 16:44:17 2006 +0400;
32e2962cccca38fe9b63ac0dc83cc4d0bfd35958;6260c295e40d44c62e3c6f60e5dce925025f1727;dom elements highlighting;Sergey Vasiliev;Tue Apr 4 16:22:10 2006 +0400;
6ce03cc0879eef4ecd549cdb4e624e98084ece59;1a2ac0a2d36858227f11b9ca74943b9fbd93faec;dom elements highlighting;Sergey Vasiliev;Tue Apr 4 16:22:10 2006 +0400;
2092baf675c660876354e9a3c7c7500147f33cc5;6ce03cc0879eef4ecd549cdb4e624e98084ece59;cleanup;Eugene Vigdorchik;Tue Apr 4 16:10:15 2006 +0400;
10f8f08476e7c992dcf47e5c2bfa2470efbb0c4d;2092baf675c660876354e9a3c7c7500147f33cc5;cleanup;Eugene Vigdorchik;Tue Apr 4 16:08:29 2006 +0400;
68f6514a101b936c0e469030f3b3e1ecdae4b1f5;10f8f08476e7c992dcf47e5c2bfa2470efbb0c4d;cleanup;Eugene Vigdorchik;Tue Apr 4 16:08:12 2006 +0400;
2a33f3a6951d04eb8850c46a1d42b855ac91f920;68f6514a101b936c0e469030f3b3e1ecdae4b1f5;cleanup;Eugene Vigdorchik;Tue Apr 4 15:56:49 2006 +0400;
be3c779a125f1bccdaa1d647c8598ea7b16c00f0;2a33f3a6951d04eb8850c46a1d42b855ac91f920;initial support for custom component creation code (IDEADEV-5006);Dmitry Jemerov;Tue Apr 4 15:35:41 2006 +0400;
188deb01d6158213967291dd88178a3db97a1534;be3c779a125f1bccdaa1d647c8598ea7b16c00f0;cleanup;Eugene Vigdorchik;Tue Apr 4 15:26:59 2006 +0400;
a3f8fc249e91a343237cdfc0a9f3e86dcf9ee696;188deb01d6158213967291dd88178a3db97a1534;IDEADEV-5366;Eugene Vigdorchik;Tue Apr 4 15:23:55 2006 +0400;
2afd8e4bd9d9f119c5ebeac10129e4832a88f180;32e2962cccca38fe9b63ac0dc83cc4d0bfd35958;Unused property in Properties File (IDEADEV-4490);Maxim Mossienko;Tue Apr 4 15:12:23 2006 +0400;
c1e0986f4be9b43b5bb30459f3d7b73e61d967f3;a3f8fc249e91a343237cdfc0a9f3e86dcf9ee696;Unused property in Properties File (IDEADEV-4490);Maxim Mossienko;Tue Apr 4 15:12:23 2006 +0400;
0ff85134b14832f6affc561c9c70ddb2016cd279;c1e0986f4be9b43b5bb30459f3d7b73e61d967f3;IDEADEV-5367;Eugene Vigdorchik;Tue Apr 4 14:26:23 2006 +0400;
ab99dface5ab7bcb6a57a2df98d6d77b4519cef1;0ff85134b14832f6affc561c9c70ddb2016cd279;IDEADEV-5410;Eugene Vigdorchik;Tue Apr 4 14:22:45 2006 +0400;
03bb830ae03654b3c5d1849bc08ab3651508ed86;ab99dface5ab7bcb6a57a2df98d6d77b4519cef1;cleanup;Eugene Vigdorchik;Tue Apr 4 14:13:26 2006 +0400;
5dc7665a6da5628c565b13b5c044ac4e8d555b50;03bb830ae03654b3c5d1849bc08ab3651508ed86;caching result of schema reference resolve;Maxim Mossienko;Tue Apr 4 14:13:16 2006 +0400;
efa3073e279852eac0f65858264167d1a34e55e5;5dc7665a6da5628c565b13b5c044ac4e8d555b50;cleanup;Eugene Vigdorchik;Tue Apr 4 14:09:12 2006 +0400;
d7254e0bfe83f6552baeac47a0c128b2e8494109;7fbcb26a6e6819966c77f7338ce92ac87849821c;inconvertible interfaces inspection fix for type parameters;Eugene Vigdorchik;Tue Apr 4 13:58:44 2006 +0400;
630da3c6fb8130fb8d3dc4f70d560275c12df0cc;2afd8e4bd9d9f119c5ebeac10129e4832a88f180;fixed JSP performance problem;Maxim Mossienko;Tue Apr 4 13:22:16 2006 +0400;
c35685b4219ac305f843e625eead0098c7b8c315;85a0a05890fdff643aeade55d5f9b1baa3d5a606;Performance optimization for Perforce locally deleted files processing.;Maxim Shafirov;Mon Apr 3 22:12:47 2006 +0400;
92ebea54dc9542e33328f336fa40e9e1f4148490;efa3073e279852eac0f65858264167d1a34e55e5;Performance optimization for Perforce locally deleted files processing.;Maxim Shafirov;Mon Apr 3 22:12:44 2006 +0400;
65b3543b4cf560ece1497bc600dcbcbc8f613707;630da3c6fb8130fb8d3dc4f70d560275c12df0cc;Css Code Completion should suggest variants for class/id selectors (IDEADEV-5413);Maxim Mossienko;Mon Apr 3 22:05:06 2006 +0400;
743793cee7151d9b36f43e8234c71958977ce72c;65b3543b4cf560ece1497bc600dcbcbc8f613707;ORM common & anno model, initial version. javaee.jar from glassfish b42 (m-6);greg;Mon Apr 3 21:51:56 2006 +0400;
1e766a1d714d3b16ac72568db6266c6a93fa9958;92ebea54dc9542e33328f336fa40e9e1f4148490;"Surround with JTabbedPane" created an extra tab;Dmitry Jemerov;Mon Apr 3 21:39:42 2006 +0400;
235b27f554da67714270ab67014b5dc9cec10a6a;1e766a1d714d3b16ac72568db6266c6a93fa9958;check for dropping parent on child also during ComponentTree drag&drop (IDEADEV-5228);Dmitry Jemerov;Mon Apr 3 21:27:52 2006 +0400;
9cabe7017a602bfa1b8e72d9172e011e1399ad5a;235b27f554da67714270ab67014b5dc9cec10a6a;merge FormEditingUtil and GuiEditorUtil;Dmitry Jemerov;Mon Apr 3 21:22:54 2006 +0400;
61f51fb3aa73bfa4ecce9fdb2ace9f004e1848c6;9cabe7017a602bfa1b8e72d9172e011e1399ad5a;NPE: DnDManagerImpl$MyDropTargetListener.drop (IDEADEV-5286);Dmitry Jemerov;Mon Apr 3 21:17:21 2006 +0400;
6e7b363423a57f0c80b1413c2853f3d6709ae187;743793cee7151d9b36f43e8234c71958977ce72c;Xml error parser shows substitution groups as errors (IDEADEV-5412);Maxim Mossienko;Mon Apr 3 21:17:14 2006 +0400;
dbeb3247cf0bec7b6a9410bf2ea6694c3c65582c;61f51fb3aa73bfa4ecce9fdb2ace9f004e1848c6;Xml error parser shows substitution groups as errors (IDEADEV-5412);Maxim Mossienko;Mon Apr 3 21:17:14 2006 +0400;
7332d5497fa2ab2b14546ceb327eb8c86cf69e01;dbeb3247cf0bec7b6a9410bf2ea6694c3c65582c;NPE: InsetsPropertyRenderer.customize (IDEADEV-5332);Dmitry Jemerov;Mon Apr 3 21:07:12 2006 +0400;
656852fb7eb23065e80618dbdc1623319b520065;7332d5497fa2ab2b14546ceb327eb8c86cf69e01;NPE: ResizeProcessor.<init> (IDEADEV-5274);Dmitry Jemerov;Mon Apr 3 20:55:50 2006 +0400;
c1488036397519a8e3e6b4109330835d7b3d585d;656852fb7eb23065e80618dbdc1623319b520065;cleanup;Eugene Vigdorchik;Mon Apr 3 20:42:26 2006 +0400;
117675cbf2e1836c41ecf6a2a401dfcd6f314662;c1488036397519a8e3e6b4109330835d7b3d585d;IDEADEV-5411;Eugene Vigdorchik;Mon Apr 3 20:41:04 2006 +0400;
7be64acd0a7e7ad9e37ad2a01445dd20c8f75c82;6e7b363423a57f0c80b1413c2853f3d6709ae187;emma in idea. idea for emma...;Eugene Vigdorchik;Mon Apr 3 20:35:29 2006 +0400;
112990da32f05a9fca3c9d0b907caa18e33c674f;117675cbf2e1836c41ecf6a2a401dfcd6f314662;emma in idea. idea for emma...;Eugene Vigdorchik;Mon Apr 3 20:35:29 2006 +0400;
cbbbd8545d0af91bc263bb549de6435540d476fe;112990da32f05a9fca3c9d0b907caa18e33c674f;commit properties PSI before modification;Dmitry Jemerov;Mon Apr 3 20:30:34 2006 +0400;
f20cda203f641f1bc71fddd7176321638d5c7714;cbbbd8545d0af91bc263bb549de6435540d476fe;upper bound;Peter Gromov;Mon Apr 3 19:54:27 2006 +0400;
5df468e5ce5cd5578cda67b2298bed7b8cddffde;7be64acd0a7e7ad9e37ad2a01445dd20c8f75c82;Refactoring doesn't find CSS styles inside struts tags (IDEADEV-5368);Maxim Mossienko;Mon Apr 3 19:40:46 2006 +0400;
fbc827e12bb3beeba28ec217f3893304ec577f78;f20cda203f641f1bc71fddd7176321638d5c7714;emma in idea. idea for emma...;Eugene Vigdorchik;Mon Apr 3 19:15:59 2006 +0400;
82818e0e16804cb6e93bee359f170465425d5702;5df468e5ce5cd5578cda67b2298bed7b8cddffde;emma in idea. idea for emma...;Eugene Vigdorchik;Mon Apr 3 19:15:59 2006 +0400;
ccd1b754e4ce9a4ca01d06483fe6c6d78ab00be8;fbc827e12bb3beeba28ec217f3893304ec577f78;dom visitor fix;Peter Gromov;Mon Apr 3 19:12:30 2006 +0400;
47b58af538f2ad8cc4519a03bfae5cc93d2c654d;82818e0e16804cb6e93bee359f170465425d5702;dom visitor fix;Peter Gromov;Mon Apr 3 19:12:30 2006 +0400;
07589db76ae4cd419bb0dff5f058447195bfd625;47b58af538f2ad8cc4519a03bfae5cc93d2c654d;Refactoring doesn't find CSS styles inside struts tags (IDEADEV-5368);Maxim Mossienko;Mon Apr 3 19:03:47 2006 +0400;
d5dab2beee5aeffb6c7f932e85b7ee698f3d42de;ccd1b754e4ce9a4ca01d06483fe6c6d78ab00be8;classes are changing;Peter Gromov;Mon Apr 3 18:58:52 2006 +0400;
1d6e43f7ae8337e241d1bd6b3bb7afe03b811289;07589db76ae4cd419bb0dff5f058447195bfd625;classes are changing;Peter Gromov;Mon Apr 3 18:58:52 2006 +0400;
d7245a5926da6166864f9f0eb3f81cfb2644626b;d5dab2beee5aeffb6c7f932e85b7ee698f3d42de;ensure that RuntimeBundle.properties for default locale is copied to form preview dir (IDEADEV-5409);Dmitry Jemerov;Mon Apr 3 18:27:55 2006 +0400;
5a1cf1cd2d94834e48046270c055aef93b236536;1d6e43f7ae8337e241d1bd6b3bb7afe03b811289;javaee part of ejb api removed from ejb packages;greg;Mon Apr 3 18:12:18 2006 +0400;
205272b58cb609dc01ae4d23c0d2ea29edb0f88f;d7245a5926da6166864f9f0eb3f81cfb2644626b;cleanup;Eugene Vigdorchik;Mon Apr 3 17:51:48 2006 +0400;
a4ec79e0404f83027ba6f41e70170edd2933a56e;205272b58cb609dc01ae4d23c0d2ea29edb0f88f;cleanup;Eugene Vigdorchik;Mon Apr 3 17:35:19 2006 +0400;
983043c8a1b2b193a502ea0e253077178e2985a8;5a1cf1cd2d94834e48046270c055aef93b236536;ejb model moved to "ejb" packages;greg;Mon Apr 3 17:28:18 2006 +0400;
badaa9fe181b0f7eac7d374525b98b86eaf54590;a4ec79e0404f83027ba6f41e70170edd2933a56e;ejb model moved to "ejb" packages;greg;Mon Apr 3 17:28:18 2006 +0400;
01f92d566546ca4c1029898a0efc24d61abd3108;983043c8a1b2b193a502ea0e253077178e2985a8;generics highlighting test;Eugene Vigdorchik;Mon Apr 3 17:21:24 2006 +0400;
87ba2da22fa165df3aa19a335c5d59852860dab9;badaa9fe181b0f7eac7d374525b98b86eaf54590;generics highlighting test;Eugene Vigdorchik;Mon Apr 3 17:21:24 2006 +0400;
1fe6a3931fad458a39aeea766f60e5e06c12f3fa;87ba2da22fa165df3aa19a335c5d59852860dab9;inline method test;Eugene Vigdorchik;Mon Apr 3 16:40:47 2006 +0400;
45a12be29ac4520254d95dc47a50e6f0defff932;1fe6a3931fad458a39aeea766f60e5e06c12f3fa;make preview work;Alexey Kudravtsev;Mon Apr 3 15:23:20 2006 +0400;
21906c67c5d8b585e80795c4808e28fddbcd5378;45a12be29ac4520254d95dc47a50e6f0defff932;Project view combobox usability;Alexey Kudravtsev;Mon Apr 3 15:09:37 2006 +0400;
0dbb7f7a469c3ef87166dfc7aef457459350a195;01f92d566546ca4c1029898a0efc24d61abd3108;libs changed;Maxim Shafirov;Mon Apr 3 14:33:01 2006 +0400;
1115ed8708f63b78ae742563592949106da8696f;0dbb7f7a469c3ef87166dfc7aef457459350a195;[html designer] restore css inspector on css change;Alexey Pegov;Mon Apr 3 14:31:37 2006 +0400;
60753be45cfaeafd1736f5caf716eb7fc9d734e1;1115ed8708f63b78ae742563592949106da8696f;[Designer] Upgraded JBDT;Mike Aizatsky;Mon Apr 3 14:14:21 2006 +0400;
a4573d7f2ff71e73bec1f3936786d248e4b102aa;60753be45cfaeafd1736f5caf716eb7fc9d734e1;minor changes;greg;Mon Apr 3 14:11:41 2006 +0400;
ed178b2bd74d8166457f33a62524ed4f6e01cf4f;a4573d7f2ff71e73bec1f3936786d248e4b102aa;tests fixed;greg;Mon Apr 3 14:11:31 2006 +0400;
c0935b6adbe8bb2f7126c4dc5951dbaed4dae5f9;21906c67c5d8b585e80795c4808e28fddbcd5378;IDEADEV-4195;Nikolay Chashnikov;Mon Apr 3 14:06:40 2006 +0400;
674a0c1f53c5ce7417e2f55a5d9a052b1d02a0bf;ed178b2bd74d8166457f33a62524ed4f6e01cf4f;IDEADEV-4195;Nikolay Chashnikov;Mon Apr 3 14:06:40 2006 +0400;
355a21f32c66996af677c5fb220251a818e9920c;674a0c1f53c5ce7417e2f55a5d9a052b1d02a0bf;tests fixed;Alexey Kudravtsev;Mon Apr 3 14:04:16 2006 +0400;
3bacddfb755911493c9556e6adb584bb8ab80ab0;c0935b6adbe8bb2f7126c4dc5951dbaed4dae5f9;unchecked overriding fix;Eugene Vigdorchik;Mon Apr 3 13:58:45 2006 +0400;
a153d633145b35788b70b6492ab9ad659fbb52cd;d7254e0bfe83f6552baeac47a0c128b2e8494109;enabling "Static method only used in one class" inspection and added quick fix;Bas Leijdekkers;Mon Apr 3 13:52:21 2006 +0400;
aedbea3b3ca7a011ca830e6cbe32471673adacba;3bacddfb755911493c9556e6adb584bb8ab80ab0;IDEADEV-5396;Peter Gromov;Mon Apr 3 13:38:45 2006 +0400;
4014811c5de67f6b654b445fba76828e70cd3d01;aedbea3b3ca7a011ca830e6cbe32471673adacba;brrr;Eugene Vigdorchik;Mon Apr 3 13:27:54 2006 +0400;
e82301bd7b4279a32b05e260fc6b70c8f4fa42e5;355a21f32c66996af677c5fb220251a818e9920c;IDEADEV-5223, IDEADEV-5154;Nikolay Chashnikov;Mon Apr 3 12:11:04 2006 +0400;
bb9ead65355549f21d71b00f1d4cfdf0873b5bfc;4014811c5de67f6b654b445fba76828e70cd3d01;(no message);Anna Kozlova;Mon Apr 3 11:44:59 2006 +0400;
1cf3f59157b396332943d3d359eaea9e9637df01;e82301bd7b4279a32b05e260fc6b70c8f4fa42e5;Corrected CP;Mike Aizatsky;Mon Apr 3 11:08:55 2006 +0400;
803f7963ce5d127140ca5779e38cdd6aa8c36dc2;bb9ead65355549f21d71b00f1d4cfdf0873b5bfc;Fixing after buggy refactoring.;Maxim Shafirov;Sun Apr 2 21:54:29 2006 +0400;
4cf5e54c267fed320913d87538e5cdb7e2eefc21;803f7963ce5d127140ca5779e38cdd6aa8c36dc2;Extract local changelist so most of the change list UI stuff can be used for remote changelists like those commited or from another machine.;Maxim Shafirov;Sun Apr 2 21:47:50 2006 +0400;
c7ed4dc8ce65a356d402f3131602f68f6f7125b5;c35685b4219ac305f843e625eead0098c7b8c315;Get rid of Perforce own changelist management.;Maxim Shafirov;Sun Apr 2 21:04:15 2006 +0400;
952c53d716df5ac3cd7cb751cff43ff9827cf81a;1cf3f59157b396332943d3d359eaea9e9637df01;storing configuration settings near configuration;Anna Kozlova;Sun Apr 2 20:26:37 2006 +0400;
5ef47846b654271f304027d703675961e527e089;4cf5e54c267fed320913d87538e5cdb7e2eefc21;storing configuration settings near configuration;Anna Kozlova;Sun Apr 2 20:26:37 2006 +0400;
c1b7bb37305f501740e11437094ce692ca9981f5;952c53d716df5ac3cd7cb751cff43ff9827cf81a;IDEADEV-5385;Eugene Vigdorchik;Sun Apr 2 20:14:52 2006 +0400;
ce0aacdbf4a614b0b7d850f3d5b72ae9198da835;c1b7bb37305f501740e11437094ce692ca9981f5;IDEADEV-5385;Eugene Vigdorchik;Sun Apr 2 20:14:09 2006 +0400;
e510120933d186086a5947d27ff693a14039ef91;5ef47846b654271f304027d703675961e527e089;IDEADEV-5384;Eugene Vigdorchik;Sun Apr 2 19:15:47 2006 +0400;
5096e42f95c31d8ec8e9d9b42d37df357d76d9e6;ce0aacdbf4a614b0b7d850f3d5b72ae9198da835;IDEADEV-2459;Eugene Vigdorchik;Sun Apr 2 19:07:52 2006 +0400;
05d04367c17e92604e11b2e31be937dfde2636fc;e510120933d186086a5947d27ff693a14039ef91;IDEADEV-2459;Eugene Vigdorchik;Sun Apr 2 19:07:52 2006 +0400;
6f7ffcc30e113ef698dbeb1e4906548b9b9b8f18;05d04367c17e92604e11b2e31be937dfde2636fc;Rename changelists.;Maxim Shafirov;Sun Apr 2 18:39:36 2006 +0400;
e7dbbfc2e6031f87be2883bc0a45e5a205a86152;6f7ffcc30e113ef698dbeb1e4906548b9b9b8f18;Rename changelists.;Maxim Shafirov;Sun Apr 2 18:36:58 2006 +0400;
fd7daf468ef38a3c08011a89bab34c99025bba8f;5096e42f95c31d8ec8e9d9b42d37df357d76d9e6;Obsolete bombs removed, some advanced.;Maxim Shafirov;Sun Apr 2 18:06:05 2006 +0400;
63d7d940239c1f7fc6e40733e94a88c8b585569e;e7dbbfc2e6031f87be2883bc0a45e5a205a86152;cleanup;Maxim Shafirov;Sun Apr 2 17:53:39 2006 +0400;
3a3cc99b455d5282b8d9c8cc7b6708542a08db46;63d7d940239c1f7fc6e40733e94a88c8b585569e;http://www.jetbrains.net/jira/browse/IDEADEV-5382;Anna Kozlova;Sun Apr 2 16:54:25 2006 +0400;
1693b0a8294a4a551645832cf08e25d1b9f78c1a;3a3cc99b455d5282b8d9c8cc7b6708542a08db46;http://www.jetbrains.net/jira/browse/IDEADEV-5382;Anna Kozlova;Sun Apr 2 16:39:35 2006 +0400;
ecf452425f4010216ea8fb60dc9d805d1bc6f73e;1693b0a8294a4a551645832cf08e25d1b9f78c1a;Magical commit tree renderer problem fixed.;Maxim Shafirov;Sun Apr 2 01:44:27 2006 +0400;
70ccea26e28e369c6f91f436696e0e50e58f9169;ecf452425f4010216ea8fb60dc9d805d1bc6f73e;Changelists now have optional comment property, which goes to initial commit message.;Maxim Shafirov;Sun Apr 2 00:52:41 2006 +0400;
30eb577cd94de4b3c2683138ec07ccc1db59b4ab;70ccea26e28e369c6f91f436696e0e50e58f9169;NPE;Maxim Shafirov;Sat Apr 1 22:32:46 2006 +0400;
c8f95ab2d22ab7ae8709974ff59f9f5692b49373;fd7daf468ef38a3c08011a89bab34c99025bba8f;overridden markers pass speedup;Eugene Vigdorchik;Sat Apr 1 21:21:31 2006 +0400;
8370126989fb2905f61bd61d915115657f8c117c;30eb577cd94de4b3c2683138ec07ccc1db59b4ab;overridden markers pass speedup;Eugene Vigdorchik;Sat Apr 1 21:21:31 2006 +0400;
4af45ac9dafaddb6d3826b6c84bffe0357a107ab;c8f95ab2d22ab7ae8709974ff59f9f5692b49373;Run configurations shared.;Maxim Shafirov;Sat Apr 1 21:01:25 2006 +0400;
aea9f1e3a5e37b29b36ce18608465bf70d424538;8370126989fb2905f61bd61d915115657f8c117c;Files out of VCS scope should not be blue even if modified.;Maxim Shafirov;Sat Apr 1 20:19:04 2006 +0400;
c69fedf0055156b8884becbe22776b818f81300f;aea9f1e3a5e37b29b36ce18608465bf70d424538;sync problems.;Maxim Shafirov;Sat Apr 1 19:25:52 2006 +0400;
5841f797bc1c2139cb19148c432d9b239cd602ff;a153d633145b35788b70b6492ab9ad659fbb52cd;necessary jar added.;Maxim Shafirov;Fri Mar 31 23:14:37 2006 +0400;
df6214f0b10660379d9b6cb9fff39d4ce4b0f7f4;5841f797bc1c2139cb19148c432d9b239cd602ff;javasvn library updated to 1.0.3;Maxim Shafirov;Fri Mar 31 22:04:27 2006 +0400;
59eec01b6356d123d5624790c8123c26252c07d5;c69fedf0055156b8884becbe22776b818f81300f;logging added;Eugene Vigdorchik;Fri Mar 31 21:14:43 2006 +0400;
