Bleu-score || Original Commit Message || Generated Commit Message
28.070 || add weak thread local utility class || camel caffeine add support for resume custom
28.070 || camel firebase removed component || camel ftp add support for resume download
28.070 || add support for binding in rest to || camel catalog allow to configure json configuration
28.070 || removed deprecated vtdxml language || move language helper out of camel core
28.070 || add test based on user forum issue || fixed test in test to be used
28.052 || camel hystrix expose state of circuit breaker on jmx mbean java api on processor || circuit breaker eip that is using hystrix that is no hystrix on the component
27.765 || camel elasticsearch rest use not deprecated methods after the client upgrade || camel elasticsearch upgrade to add a elasticsearch component for elasticsearch component
27.765 || camel nats introduce usage of camel testcontainers in tests || camel nats add support for injecting type in the message test
27.646 || camel sjms <num> fixed build || fixed cs to bind beans to
27.646 || invoke apply filter to camel headers || camel swagger add support for turn
27.646 || improve type conversion exception message || fixed cs to exception exception for
27.646 || added test for asynchronous mdn contruction || fixed cs for camel http <num>
27.646 || upgrade to jcloud <num> x || camel ftp <num> http <num> <num>
27.646 || support csv bindy skip fields || camel catalog add support for jmx
27.646 || added dns activation policy || added unit test to be used
27.646 || salesforce maven plugin doesn t esc || camel salesforce upgrade to <num> x
27.646 || more type converters for multipart || added unit test for batch component
27.572 || log a warn when extending camel test support camel spring test support when doing spring boot testing as they are not intended supporting this || add support for generating type converter loader source code to be able to load component type converters in a faster way
27.538 || camel hazelcast add more operation to queue take operation || camel hazelcast add support for resume custom list of the operation
27.511 || camel nats add an option to specify the optional reply subject || camel nats add support for resume server to the nats
27.454 || load core fallback type converters a bit faster || add support for generating type converter loader source code to be able to load component type converters in a faster way
27.441 || camel aws use regional client instead of define region for single operation aws ec <num> || camel aws ec <num> use amazon value of instead of <num> operation
27.440 || camel hazelcast queue consumer implementation || camel hazelcast add support for resume custom configuration
27.440 || fixed cs this closes <num> || fixed cs to be set to be used
27.395 || add camel rest swagger as karaf feature <num> || camel aws create single karaf feature itests for single components aws kms
27.395 || add a camel xchange karaf feature || camel aws create single karaf feature itests for single components aws kms
27.395 || camel atomix add karaf feature || camel aws create single karaf feature tests for single components aws kms
27.395 || added camel caffeine karaf feature and related test || camel aws create single karaf feature tests for single components aws kms
27.395 || deprecate traced route nodes in favour of message history || fix step to keep the route of message to keep the route
27.395 || minor improvement for spring cloud s service call || camel cloud should use placeholders instead of so its similar for spring
27.395 || service call improve configuration of service call components in java dsl || service call eip add a service definition to the eip service discovery
27.395 || fixed camel influxdb karaf feature and added karaf integration test || camel aws create single karaf feature itests for single components aws kms
27.358 || enable validation during built that all the spring boot auto configuration option has documentation for camel spring boot module || camel main maven plugin to generte spring boot tooling metadata to fool editors to have code completions for camel main application properties files
27.342 || add camel headersmap to karaf features || camel catalog add karaf feature
27.288 || add support for consumer template injection || camel cdi add support for multiple custom camel cdi producer
27.278 || camel kafka cleanup options and add missing option || camel kafka allow to configure a options on a properties and use it has get endpoint name
27.157 || make the test more stable and only run if enabled via maven profile || camel netty <num> add support for netty correlation in the netty component
27.139 || camel hdfs polished code || fixed test in camel test
27.139 || fixed compilation || fixed cs to be set
27.139 || changed network id header name || fixed cs name name name
27.139 || camel groovy fixed build || fixed cs to bind beans
27.139 || annotation processors used in buil || fixed cs to be used
27.139 || fixed a test failure || fixed tests to be used
27.086 || use bind to registry wherever possible camel atomix || add bind registry annotation to allow to bind beans classes to registry <num>
27.086 || camel nats bump to version <num> <num> of jnats || camel nats add a way to auto the the list to the nats
27.086 || optimize to string on camel aws consumers producers || camel aws sqs add more configuration to consume events and polished a producer
27.022 || camel servicenow add metadata option to list available import set || camel servicenow add support for resume type to set a list of the type
27.020 || add npe guard for camel cxf raw message content redirect interceptor || camel cxf <num> npe should only null in the message
26.997 || add room password to camel xmpp thanks to tapio piironen for the patch || camel undertow should not be set to set the same request
26.926 || camel catalog karaf should include bean xpath language || camel catalog allow to configure older level report names
26.926 || fixed test this closes <num> || fixed test to fail exception in exception to be
26.926 || polish camel cdi || camel cdi add support for resume type in producer
26.926 || deleted duplicate spring boot example to not confuse users || camel spring boot add support for main custom bean
26.926 || camel zipkin make sure to start the event notifier || camel zipkin instrument camel work in progress like complex
26.907 || add java <num> stream to iterator as type converter || camel mail add support for generating type converter list to preserve the type converter which is get get one
26.825 || camel main added option to log summary or not || camel main allow to configure global and common options ala camel spring boot have
26.825 || added eks to camel aws spring boot itest || camel aws create single kms and spring aws kms and aws kms integration tests
26.825 || fixed camel aws test that required a region to be configured || camel aws s <num> add parameters to specify s <num> client in component level
26.742 || fix direct vm broken due bad code in callback when done routing || camel sql instrument camel work in progress route operation in test
26.718 || camel aws lets call shutdown on the clients while stopping endpoints aws ses || shutdown only shutdown clients should be clients while stopping the aws clients
26.602 || camel sjms batch consumer should use exception handler instead of warn log || camel sjms add completion interval to auto consumer polished the pool and fixed some mistakes
26.593 || camel ftp no error message on invalid credentials thanks to dirk reske for the patch || camel ftp add option to turn on logging of transfer activity lets also see it in the jmx consumer so we can monitor when it last downloaded something
26.528 || optimise bean processor make light weight not as service || optimise bean bean component bean bean bean bean bean bean
26.496 || camel mongodb evolution to driver <num> added karaf feature for the new component || camel aws create single karaf feature itests for single components aws kms
26.455 || camel nats add test for consuming also on auth configuration || camel nats add support for hosting type to specify the no server
26.455 || camel catalog add api to validate time pattern || camel catalog add support for runtimes to get endpoint service as we
26.455 || optimize the to string of endpoint || camel catalog should support use checked as uri to string of the
26.410 || cleanup camel kafka test s system out println usage || kafka kafka <num> to version <num> <num> test to be set camel kafka to the kafka
26.391 || camel aws lets call shutdown on the clients while stopping endpoints aws lambda || shutdown only aws clients owned by the context aws ddb
26.382 || migrate atmos properties file configuration to component properties || camel properties add support for generating properties
26.373 || camel main add a bit more empty null check for invalid properties || camel main maven plugin to generte spring boot tooling metadata to fool editors to have code completions for camel main application properties files
26.287 || remove camel netty http test for karaf features since the feature doesn t exist anymore || camel aws create single karaf feature itests for single components aws kms
26.244 || camel catalog validate simple should deal with property placeholders cannot be resolved and therefore opt them out || camel catalog add support for runtimes in logging in simple name in some in some system name
26.244 || regenerated docs and camel jms starter || camel jms add support for headers on the of header and use header and fixed cs headers
26.234 || headers getting lost after calling kubernetes namespace list operation || headers getting lost in kubernetes component list operation operation to headers headers for headers of headers operation
26.211 || camel ehcache improve cache manager || camel ehcache add option to configure global on configuration configuration option
26.090 || camel aws use regional client instead of define region for single operation aws sdb || camel aws harmonize regional instead of different constructors in the operation
26.024 || camel kubernetes use a specific header for hpa label || camel kubernetes add support for using any server
25.970 || camel kubernetes consumers do not close watchers rc consumer || camel kubernetes add support for resume consumer polished the mistakes and fixed some mistakes consumer consumer consumer consumer consumer
25.955 || camel aws swf region is not set during client creation || camel aws harmonize use regional instead of different constructors aws s <num>
25.955 || fixed cs and tests || fixed cs to browse the camel <num> <num> <num> <num> <num> <num>
25.758 || rest dsl producer should use upper case http verb || rest dsl with rest component should not be swagger to rest dsl with http request has not not not supported in rest dsl has not supported in rest dsl has not
25.758 || fixed rest dsl producer to use http verb method from uri when calling remote rest service || rest dsl with rest http rest rest rest rest rest rest http <num> rest dsl should not be id in rest dsl has has supported has has supported in rest dsl
25.755 || do not require xml root element annotation in jaxb fallback type converter || add support for generating type converter loader source code to be able to load component type converters in a faster way
25.744 || add unit test for zero timeout || added unit test to be forum test to be used in the consumer
25.744 || enable http <num> for undertow component || camel http <num> add spi to configure custom correlation list of components etc
25.744 || fixed test on slow ci box || fixed test in test to be used to be thrown to be used
25.744 || spring boot service call tests uses hardcoded port numbers || camel main allow to configure global and common options ala camel spring boot
25.744 || camel atomix makes cluster service simpler || camel atomix add option to configure global and common options ala spring boot
25.727 || fail fast in case of empty cm property placeholder test || fix for camel netty <num> work in progress <num>
25.724 || fixed camel xstream to initialize default permissions correctly so there is no warning || camel catalog allow to configure the data list from more format
25.583 || translate list property definition to map string string in spring boot configuration classes || camel main maven plugin to generte spring boot tooling metadata to fool editors to have code completions for camel main application properties files
25.568 || removed camel aws starter || camel aws kms add a ability to specify credentials and region at component level
25.550 || camel kubernetes add delete node operation || camel kubernetes add support for connectors a list operation to browse the operation
25.357 || added a test for global options definition in camel core || camel spring boot add support for main global
25.352 || header selector producer to support suppliers for header key and default value || fixed cs to be set to default value to default exchange
25.295 || filter existing restlet headers when building restlet request || restlet headers for headers in http message headers headers headers headers headers headers headers headers headers
25.295 || camel netty no way to get channel group || camel netty <num> netty consumer should generate netty <num> request with request pool in netty <num>
25.281 || fixed camel ftp component does not set camel ftp reply code in some case ex <num> || camel ftp add option to turn on logging of transfer activity lets also see it in the jmx consumer so we can monitor when it last downloaded something
25.281 || camel ftp sftp operations should set byte instead of output stream for exchange file body <num> || camel ftp add option to turn on resources of transfer activity lets also see it in the jmx consumer so we can monitor when it last downloaded something
25.281 || camel ftp more unittest on osgi parsers || camel ftp add option to turn on logging of transfer activity lets also see it in the jmx consumer so we can monitor when it last downloaded something
25.211 || rename components to default names camel netty <num> to camel netty updated references || fixed netty netty http to components in netty component docs
25.171 || camel commands add command to show top n inflight exchanges per routes || camel route coverage add support for resume route test test
25.092 || added big integer type converter which camel consul needs || optimise type converters loader converters from be faster
25.092 || improve detection of the end of an mllp envelope || fix for netty <num> consumer in the messages
25.092 || revert camel firebase added camel firebase starter to starters || camel spring boot add karaf configuration auto configuration
24.985 || camel dns make it easy to configure components and service discovery in spring boot || service call eip support for service call service call service call service
24.943 || camel sql should allow null values as a valid value || camel sql db add support for sql type in list in list of list of arrays to convert type format
24.881 || fallback type converter that are camel context aware should have it injected || add support for generating type converter loader source code to be able to load component type converters in a faster way
24.827 || camel aws add component verifiers like s <num> for all the aws components ec <num> component || camel aws ec <num> add a verifier verifier for s <num>
24.779 || apt compiler plugin to output as predicate information || camel catalog maven plugin to generte spring boot tooling metadata to fool editors to have code completions for camel main application properties files
24.609 || camel ftp tries reconnects twice as much as maximum reconnect attempts <num> || camel ftp add option to turn on logging of transfer activity lets also see it in the jmx consumer so we can monitor when it last downloaded something
24.485 || camel aws lets call shutdown on the clients while stopping endpoints aws kinesis || shutdown only aws clients owned by the context aws kinesis
24.418 || camel core warn no camel context defined yet so cannot inject into bean || camel spring boot add support for resume options to auto configuration
24.378 || use bind to registry wherever possible camel zipkin || camel zipkin instrument camel work in progress
24.333 || remove files related to the removed hazelcast component || camel hazelcast add support for mvc configuration
24.333 || better read response methods in camel slack component || camel netty <num> http http <num> x
24.333 || move route policy initialization logic in on start || added unit test based on user forum
24.322 || add previous bundle type converter loader as fallback || fixed cs for generating new type converter loader <num> type converter in osgi
24.293 || fixed camel ftp to work with splitter loading the remote file content and not its directory listing || camel ftp add option for resume download on code and fixed some code in windows
24.215 || camel salesforce fix integration tests ignore salesforce endpoint setting || camel salesforce <num> to use the same uri
24.215 || camel servicenow suport java lang string as output model || camel servicenow add support for resume a component
24.113 || create a new camel elasticsearch <num> component for supporting elastic search <num> x java api || camel aws create the operations the aws mail consumer fix the operation
24.003 || camel catalog improve endpoint validation around lenient vs non lenient components || camel catalog allow to filter on the connector to actual
23.896 || rest dsl should detect duplicate verb uri paths and fail || rest dsl should support defaulting for rest dsl
23.781 || fixed auto assign route id can go into looping if using fixed route <num> as id || camel core should support put only when its shutdown is not only a route id
23.637 || camel elasticsearch rest remove info operation from producer || camel elasticsearch rest http add option to specify a the list of the components
23.629 || service call eip add a spring cloud example || camel cloud create camel service example
23.550 || camel catalog add support for multi valued options || add support for defining camel option to generate camel properties from the properties component in camel
23.402 || fixed issues in camel salesforce integration tests || fixed cs to version <num> <num>
23.402 || fixed cs for camel big xml example || fix for test to be used
23.402 || upgrade camel kura to newer osgi api || camel cloud create a service pool
23.196 || add option to extract file name if ftp client directory parser ends up with absolute paths || camel ftp add support for resume download to handle a single path
23.074 || camel aws lets adopt the same approach as for all the components camel aws lambda || camel aws lambda add the ability to specify credentials and region at component level
23.074 || camel aws kinesis firehose use a configuration for the options like the other aws components || camel aws kinesis add the ability to specify credentials and region at component level
23.022 || revert tar splitter includes one extra empty entry at the end || camel jms add support for turn on the message
22.988 || externalize configs as pr <num> tried to avoid potentially conflicting jetty port during test execution || camel catalog add support for main any endpoints to the the components
22.964 || allow to specify response headers in rest dsl model for swagger to use || swagger headers for headers in rest dsl component and allow to configure http headers in http dsl headers headers headers
22.951 || use copy from new body to avoid issues like java io ioexception stream closed when setting result from bean in route || camel sql add support for using eips in the message in simple browse using route id
22.840 || close the stream either now or later depending on that disable stream cache option this closes <num> || camel http <num> http http tests to use the connection of the components
22.817 || spring boot starters turn of options with nested configuration property in generated auto configuration source || spring boot auto configuration for auto configuration and spring boot configuration
22.539 || s <num> add create download link functionality || camel aws s <num> add option to specify the the operation with request and fixed cs
22.539 || infinispan route policy to have one route being master and others as slaves || camel catalog add support for routes route policy to be set camel context to be used
22.508 || rename components to default names camel netty <num> to camel netty aligned camel netty tests || fixed netty netty http http http http test in netty component
22.484 || class cast exception with intercept from and using when with jmx thanks to stephan siano for the patch || fixed potential issue to be used of a method of a route is not
22.220 || added camel xchange spring boot test || removed camel aws remaining stuff
22.185 || don t carry soap action forward if operation name is specified explicitly for the cxf producer || camel cxf to be able to set the header of the request
22.144 || change timeout map listeners to use if instead of switch || camel caffeine should support if not only id
22.144 || camel aws export aws mq and add karaf feature test || fixed cs to use the camel <num> <num>
22.144 || camel kafka consumer swallows exception if error creating kafka consumer || fixed cs to be used as the exception
22.093 || camel http <num> endpoint parameters proxy host and proxy port are ignored || camel http <num> add option to turn when no parameter to headers we set a http http
22.080 || camel package maven plugin fixed cs || camel connector fixed cs
21.719 || do not override alternative priority if already defined in camel cdi tests || camel cdi add support for generating type of the component
21.566 || check for null value when getting key capped of collection stats key value might not exist in mongo db <num> || camel aws create single kms on spring boot itests for single components aws kms test
21.561 || split camel aws component in individual components moved aws cw out || camel aws add stream verifiers like the verifier verifier
21.498 || add prefix verify when initialize the s <num> endpoint in case some access key only have access to specific path || camel aws s <num> add option to specify the the list operation in the bucket
21.448 || upgrade to kafka <num> <num> added a new option in both producer and consumer config || allow to configure the parameters from registry and set the registry
21.370 || camel aws sns make the autocreation of the topic configurable || camel aws lets call options on component verifier
21.370 || use abstract camel context instead of abstract model camel context || fixed cs to avoid camel context route policy
21.094 || make the code more homogeneous in error handle reifier || fixed potential npe in kafka messages to
21.094 || add an advanced properties to the camel thrift component || camel ahc should not warn on osgi
21.094 || refactor to make the encoding testable add a test || camel catalog add support for resume body
21.094 || camel jcache allow to configure cache provider on component || camel ehcache add support for application options
21.094 || camel blueprint prevent automated restart in case of errors || fixed cs to avoid camel context class
21.094 || fixing compatibility with jetty <num> provided with spring boot || fixed cs to be set camel <num>
20.934 || camel twitter direct message doesn t filter by filter old parameter https issues apache org jira browse camel <num> || camel ftp add support for resume batch mapping on multicast and fixed some producer
20.608 || allow to do autowrire by classpath fixed camel activemq about lazy creating connection factory || camel jms add support for resume discovery to jms client
20.601 || same fix in camel zipfile as we recently did in camel tarfile || camel ftp add support for generating stream and polished
20.439 || camel undertow transfer exception and throw exception on failure options are never used in the component || camel undertow add option for resume type to configure a single http client
20.354 || camel kubernetes refactoring tests by using kubernetes server mock and openshift server mock nodes tests || camel kubernetes add support for using a route of the server
20.285 || camel http <num> the producer should check the response header in the reply for content type || camel http <num> http http http option to specify the http http request
20.151 || camel main maven plugin avoid duplicate spring boot groups in the generated metadata json file || camel main maven plugin to generte spring boot tooling metadata to fool editors to have code completions for camel main application properties files
19.912 || added distinct query support for the camel mongo <num> component unit tests pass and code style checked || camel mongodb db add support for sql operation test operation test operation test
19.825 || camel ehcache add some example to configure ehcache via xml || camel ftp add support for resume download
19.825 || fixed cs for camel aws xray || fixed cs to the
19.825 || refine cluster service api and implementations || cluster cluster cluster service
19.818 || jetty <num> x forwarded for configuration thanks to remco schoen || camel jetty <num> docs for jetty <num>
19.809 || support return of collection properties in olingo <num> || fixed test in test to be
19.642 || enable automatic recovery on camel rabbitmq in case connection fails for some reason || camel nats add support for configure producer endpoint docs
19.642 || fixed some cs issues deprecated links and eclipse warnings in camel http <num> || camel google mail component verifier options in component verifier
19.584 || file consumer should report exceptions from file name expression such as a bean not found exception || fixed cs to be used as it is a error handler
19.542 || camel jgroups starter jgroups lock cluster service configuration lacks getter setters || camel twitter add option for connectors and polished
19.542 || use meaningful linked in error message for oauth <num> auth error || fixed cs to version <num> <num> <num> <num>
19.533 || camel aws add component verifiers like s <num> for all the aws components lambda component || camel aws add component verifier like a verifier verifier
19.502 || add headers map factory to the camel commands and as jmx attribute so its easier to see which one is in use || spi allow to plugin different headers map implementation to use the headers as a error
19.222 || added a little test for redelivery in nats consumer || added unit test for batch component
19.222 || remove camel scala test from spring boot no starter || added camel spring boot itest to
19.219 || camel ftp add support for configuring active port range || camel ftp add option to turn on logging of transfer activity lets also see it in the jmx consumer so we can monitor when it last downloaded something etc
18.907 || provide an option to stop further processing when an exception is thrown from an aggregation strategy while parallel processing is used || added unit test based on user forum to be used to call a error
18.625 || add pattern exclusion mechanism similar to the one provided by the camel zipkin component || camel spring boot add default configuration to auto configuration
18.600 || added annotation parameter remove quotes rather then reuse existing quoting parameter to preserve backwards compatibility added a test to illustrate the problem without remove quotes false in annotation of test the record will fail to unmarshall || camel catalog maven plugin to generte spring boot tooling metadata to fool editors to have code completions for camel main application properties files
18.597 || allow to configure attachment multipart binding as endpoint option to make it easier to turn on || camel undertow camel http <num> http http option to specify a hostname
18.589 || added input type with validate output type with validate instead of adding boolean parameter fixed doc || add support for generating type converter to generate components and whatnot
18.521 || service call add the option to force the service call to use the default load balancer || service call eip add a service call service route policy
18.517 || http send dynamic aware setting port to <num> when not defined <num> || camel olingo <num> add support for http x
18.517 || fixed javadoc and removed references to deprecated wording fixed width field lengths || fixed cs to headers for headers of headers
18.517 || header selector producer to support suppliers for header key and default value || fixed cs to be set to default to
18.413 || upgrade zipkin and related bundle to version <num> <num> || fixed cs to browse camel <num>
18.286 || remove old camel manual as the new website replaces it || camel ftp add support for connectors download
18.286 || add support for box group update info in camel box || create a camel google component component component
18.286 || camel cdi support transaction error handler in camel xml dsl || fixed cs to avoid exception in exception
18.192 || pass cxf service class to endpoint info || fixed cs in camel cxf
18.192 || add keep open to endpoint circuit breaker || fixed tests to be used
18.133 || improve support for soap header transformations thanks for the pr richard groote helping to raise a github pr by onders || camel mail dsl should support empty type to headers of headers of headers
18.112 || camel kubernetes refactoring tests by using kubernetes server mock and openshift server mock namespaces tests || camel kubernetes add support for resume events tests in tests
17.825 || camel aws lets adopt the same approach as for all the components camel aws cw || camel aws cw firehose expose options in the components
17.794 || camel jsonpath have an easy way of defining predicates with a single operator instead of having to grok the half complex style of jsonpath || camel sql add support for generating type of list in the dsl in camel core
17.609 || make camel rabbitmq endpoint uri syntax like the other messaging components deprecate the old syntax || camel catalog should support a only set on spring boot
17.592 || camel aws s <num> add a parameter to specify chunked encoding disabled option change name to the option regen docs || camel aws add a component options a components and spring boot auto configuration
17.245 || camel test using dump route coverage with custom processor may cause npe || added unit test based on user forum issue
17.180 || camel jpa allow for passing named query parameters via message header || camel jpa add support for resume download
17.156 || camel aws add more operations to the aws iam producer update access key operation || camel aws iam add an operation operation operation
17.011 || make fluent producer template similar to producer template to get from camel context and use || add support for injecting producer template in producer template
16.872 || restore camel charset name exchange property if set before call to convert body to with charset || fixed cs in case in exchange message to be used
16.768 || use camel package maven plugin to generate jaxb indexes || fixed cs to be set xml
16.768 || add missing between region and host in sqs endpoint || camel aws sqs fixed the options
16.643 || camel kubernetes service call eip configuration is not read from application properties || service call allow to configure static rs default
16.511 || camel aws mq add the ability to specify credentials and region at component level || camel aws create single kms and spring boot itests
16.496 || camel etcd add jmx api and make it easy to configure etcd endpoint uris || camel catalog should support placeholders in camel core <num>
16.471 || rename components to default names camel http <num> to camel http removed reference to http <num> in camel servlet || camel aws create single kms and spring and spring boot integration tests
16.263 || fixed check styles issues || fixed cs
16.263 || fixed data format description || fixed cs
16.065 || camel geocoder use new api using com google maps google maps services instead of com google code geocoder java geocoder java || camel http <num> http component options should be able in the server component
16.065 || camel jackson jackson marshal date timezone test check that requested timezone is available on the system vms on build apache org currently do not support the timezone africa ouagadougou used by the test || camel jackson add support for jackson id data format tests xml xml data format xml data format tests jackson xml format xml
15.728 || moved the child event listener to a separate class and also fixed the comment styles || camel aws create single work on the components moved
15.728 || camel xmlbeans can now generate sb auto configuration as its fixed in sb <num> <num> || camel spring boot add support for hosting configuration configuration
15.628 || camel mongodb evolution to driver <num> merging the component thanks to jean yves terrien for the contribution || added unit tests for camel mongodb to browse camel <num>
15.499 || camel git pull and push operations require the remote name and not the remote path to git repository || camel ftp add option for resume download on code in tests
15.219 || improve testability of google sheets component and incorporate latest enhancements to <num> x || camel salesforce add support for connectors and fix
15.219 || camel sql allow to load sql from resource also renamed some typo errors || camel catalog should support if using camel context
15.064 || added a karaf feature test for camel restlet gson || camel catalog add karaf feature
14.894 || added a camel corda spring boot integration test || removed camel aws remaining stuff
14.761 || generate readme eip adoc in camel core to list all the eips work in progress || add more details to component level options docs docs
14.687 || if starting camel cdi main and no camel found then log a warn || camel cdi add support for mvc custom bean
14.194 || camel any <num> use jsonldwriter instead of deprecated json writer || fixed cs to <num> <num> <num>
14.194 || cleanups for camel mina <num> to camel mina component renaming || fixed cs in exception to be
14.152 || revert pick up recipient headers from configuration for camel mail if they are not first specified as a header || added unit test for using message message to be set to
14.012 || camel cbor align options of the dataformat as the other jackson dataformat since cbormapper extends object mapper || camel kafka <num> add a little default of the exception
13.859 || camel braintree added support for braintree auth configuration and extended some integration tests || camel twitter add support for manual and
13.824 || direct component let the producer able to block and wait for consumers to be started || fixed test in test to be used in exception
13.741 || rest dsl and swagger java adjusted to better support swagger <num> spec || camel restdsl add support for query operation
13.431 || make camel management impl optional so users can run camel with and without jmx || camel catalog add support for resume custom logging
13.431 || spring boot <num> add camel info contributor to actuator info to show camel information || fixed cs to be used in the component
13.209 || using bean component with beans that implement service from camel should have the lifecycle callbacks invoked || camel nats use bind to registry annotation wherever possible
12.944 || add tree list option and the given pdu which has child elements will be resulted as list or will be added to list || camel catalog add support for resume download to keep the endpoint component
12.915 || fixed rest producer header name substitution issue thanks to leonid remennik for reporting || fixed cs to use the thread method
12.915 || camel aws lets call shutdown on the clients while stopping endpoints aws cw || shutdown only shutdown call call call call
12.915 || camel kafka add any new options from kafka <num> <num> to the endpoint || upgrade ahc and upgrade to <num> x
12.856 || add type converter for stream cache to byte buffer which camel undertow may use || camel infinispan add support for changing stream
12.726 || camel file from file to file with read lock file lock dont work on windows || file consumer should not use a camel path
12.594 || camel test get mock endpoint should lookup mock endpoints and favour the mock queue name as matching || camel jms add support for resume case to endpoint
12.520 || added destroy callback to camel context tracker || fixed cs to jdk
12.520 || reconnect exception is passed to exception handler || fixed cs to be
12.194 || camel ehcache make it easy to create temporary caches || improve npe in camel infinispan
12.024 || camel connector allow to configure sb config prefix || camel connector connector docs
12.015 || rename components to default names camel mina <num> to camel mina || fixed cs in test to avoid
12.015 || fixed a little test in s <num> component verifier extension test || camel aws ddb fixed the options
11.965 || added support for oplog tracking at the same time added interface for extending the strategy of extraction of the tail tracking increasing field and creation of the cursor used to track the tail or a collection || upgrade mockito core to version <num> <num> for camel mongodb camel salesforce and camel smpp and camel jgroups
11.912 || rename class camel mvc routes endpoint test to camel routes mvc endpoint test || add unit test based on user forum
11.912 || allow to use negative vendor specific jdbc types in camel sql stored procedure || fixed test in dsl operation operation operation
11.483 || camel stomp allow to configure ssl || fix camel context
11.231 || add predicate option to consume so the bean is only called if its evaluated to true || camel cxf add support for resume custom bean
11.196 || separated broker example into cxf and jms thanks to ravi godbole for the patch || camel jms add support for resume discovery
11.196 || add an option to set the key value type for a cache default object || fixed cs to be set camel context
10.693 || update mllp tcp server consumer connection test to fix potential platform issues || fixed test to be set exception
10.681 || direct component let the producer able to block and wait for consumers to be started run tests using old behavior || added unit test for testing test test test test test
10.326 || create spi for log eip to enable other components to intercept enrich logged messages || camel jms add support for resume batch
10.248 || jms component the option eager loading of properties should also force loading the jms message body to have it initilized eager as well for example when using transfer exchange || fixed cs name to headers we closes to headers we closes to headers headers
10.170 || ensure the auto generated type converter loader can be used in osgi || fix for osgi and camel osgi
10.170 || return <num> response if no consumers were found for the request method || camel ahc upgrade to <num> x
9.984 || cluster service use reference count to join leave a cluster || create a camel atomix component
9.705 || enable allow empty path template value for camel linkedin to keep the behavior as is || camel catalog add support for resume download
9.705 || undertow producer npe if try convert to fails to convert exchange body to byte buffer || camel undertow add support for body body
9.327 || reactive streams worker pool must be created earlier as end users may use it before its started or if not started at all || camel reactive streams add more jmx to auto start no pool
9.260 || locking the critical section to avoid race condition if aggregate time out checker also completes at the same time as recover task || optimise not used in exchange to use the thread method
9.231 || add support for calling function imports from olingo <num> component thanks to kiran g for the patch || fixed cs to use dynamic value in https
8.983 || camel jsonpath have an easy way of defining predicates with a single operator instead of having to grok the half complex style of jsonpath || camel catalog should not use json method so not can string
8.983 || flatpack data format exposes the data set api in the data set list so end users can access and find errors and so on || camel catalog add support for resume type to create the code
8.952 || fix cxf rs producer doesn t configure cxf rs endpoint configurer while using proxy api || camel cxf add support for resume handler
8.952 || added missing camel olingo <num> to the readme thanks to dmitry volodin for spotting this || camel catalog add more jax rs option
8.908 || camel route customized id isn t correct if there are more than one rest dsl route availble || rest dsl with rest dsl for rest dsl
8.747 || camel maven plugin validate goal should also support simple predicate parsing for eips that uses simple as predicates || fixed cs to be used as a simple
8.533 || make s <num> consumer auto close s <num> objects if an exception was thrown during creating exchanges batch to avoid leaking resources thanks to mykhailo vlakh for reporting || camel ftp add support for resume consumer to send a no reply
8.413 || fixed log dependencies moved test configuration to surefire overriden logger in optaplanner excluded xmlbeans from test || fixed cs to avoid camel <num> to
8.410 || fix potential class cast exception when creating the message id in camel sjms and camel jms || camel jms add support for resume id
8.186 || camel catalog maven should use apache commons http client <num> to download http https as it has support for timeout which the basic handler from the jdk does not || camel netty <num> add option to configure dto correlation from spring boot
8.174 || add example to parent pom and change some logging to debug || fixed cs to be used
8.174 || camel pulsar migrate to camel testcontainers instead of using testcontainers directly || camel nats add karaf feature
8.174 || the ehcache component creates a separate cache manager per producer route || improve npe in infinispan component
8.039 || implement consider sort by patch https github com apache camel pull <num> from <num> x in a manner consistent with the rewritten mongo dbproducer in <num> x also enrich documentation || camel mongodb add support for connectors so we can plugin only more exchange
8.002 || changed to optimistic lock mode type and added test for concurrent access without lock || added unit tests for enveloped component
7.846 || add support for spring boot with the run with so you can do that kind of junit testing with camel and spring boot and use the mock endpoint annotations and whatnot || removed camel spring boot spring boot health support for spring boot spring boot
7.827 || service call add a spi for component to provide a custom expression to build the camel uri || camel cloud create a service call service
7.707 || mdc logging now supports setting a pattern to allow to propagte custom keys that matches the pattern aligned camel cdi || add a camel option to get the component
7.594 || camel jpa consumer fails to poll after transaction timeout || fixed tests to be
7.358 || fixed wrong component name bug that caused camel example rest producer to fail its test || fixed cs to keep camel context
7.287 || camel yammer component doesn t deserialize correctly phone number field in the users endpoint || camel catalog add support for connectors
7.189 || include file size in file operations api so we can know how big the files are to download upload || file consumer should not use a camel context
6.812 || rename components to default names camel http <num> to camel http removed reference to http <num> in camel rest swagger || camel catalog add more details to auto configuration
6.692 || added docs and examples and added a small fix to integration tests || fixed cs to default value
6.578 || support importing camel xml configuration files in camel cdi || camel cdi example
6.169 || fixed component had wrong syntax and made it configurable for tooling and fast endpoint configurer || camel catalog add support for connectors
6.169 || camel jetty if multiple bundles uses the same context path pathspec then jetty should fail || camel undertow camel http <num> polished
5.983 || camel pulsar fixed pulsar utils test || fixed cs
5.831 || create a camel google calendar stream component option to consume from now or to start from the beginning || camel nats add support for body id
5.680 || camel azure add automatic injection of single instance bean azure queue || fixed camel azure component
