Bleu-score || Original Commit Message || Generated Commit Message
31.653 || modify the test || add a missing reference to the the map to the the field to the the op of the the op of the the op of the the op
31.653 || handle max working threads || set max default to <num> <num> <num> <num> <num> <num> <num> <num> f <num> f <num> d <num> d <num> d <num> d <num> d <num> d <num>
31.653 || change the exception detail || add a message to the error to the the job to the the job to the the job to the the job when the the current the time
31.641 || add unimplemented method for test || add a getter to the method to string to be the api to the api to be a debugging
31.641 || add set execute groups || add override to set the set of the set to the the field of the default of the default
31.641 || modify the offset value from <num> to <num> || fix test <num> <num> <num> <num> <num> <num> <num> <num> e <num> e <num> e <num> d <num> <num>
31.641 || fix a memory leak in http object aggregator test || fix test <num> <num> <num> <num> <num> e <num> d <num> d <num> d <num> <num> <num> <num> <num>
31.565 || fix the cat metric api bug || add a string to the string to the the rule to the the default to the the default of the rule of the string of the string
31.565 || add props for init || add test to the dependencies of the configuration of the configuration of the configuration of the configuration of the local of the local to be the script
31.565 || add some doc || add test case to the host of the component of the component of the component of the local of the component of the local of the tests
31.474 || annotate udp test || add test case to allow with the configuration of the configuration of the collection of the rest of the rest of the rest of the rest
31.474 || add namespace support for transaction message <num> || add a check to the the right to the the set to set the set of the the set of the the set of the editor
31.474 || show process key duplicate in exception message || add a message to the log to the the job to the the job that the the job that that the the player is the player
31.474 || add testcase for utf <num> bom || add test to client that is not t have the default of the configuration of the configuration of the local of the local of the store
31.463 || wrap the root cause rather than just using the message || add error to exception to avoid the exception when the the job when the the current file
31.463 || adds handling of http only when converting new cookie to string suitable for http set cookie header || don t use the string in the string to the default is the default is not true
31.463 || set performance monitor to layoutmanager || set the background of the view to the background to set the background to set the background
31.463 || make boost overlay to change to yellow at threshold || add missing to set to retrieve the default of the first of the first of the first
31.463 || make nth on subvec throw exception for negative indices || add a exception to the the not not not not not not the method for cassandra <num>
31.379 || fix a random false negative || add a new string to the the value of the rule to the the default to the the default of the property of the property
31.379 || fix test failure on mac os || add a test to the the port of the job of the client of the client of the client of the client of the store
31.379 || add exception || add a null message for the file to the the job to the the job of the player to the the player of the null
31.379 || gone the overflow menu || add a new icon to save the title to the the background to the the background to save to the save the background to save
31.379 || add test for failing compilation || add a override to make the the interface to the the method to the the method to the method to the api to the api
31.379 || remove call to set statistics enabled || disable the default to the default to the default to string that it that we can t have the default to the editor to string
31.370 || add method abstract db unit test case get database || add a method to make the the collection to the the op to the the method
31.370 || add modprivatechat to chat command manager || add a missing to set the title to the the current method that the the save
31.280 || hive <num> multi way left outer join fails in vectorized mode ashutosh chauhan via thejas nair eric hanson remus rusanu || fix bug <num> <num> <num> <num> <num> e <num> e <num> d <num> d <num> d <num> d <num> d <num> d <num> d
31.280 || hive <num> semantic analysis fails in presence of certain literals in on clause kevin wilfong via ashutosh chauhan || add a check to the surface of the method to the the default to the the default of the editor to be the default
31.280 || fix test error || add a missing message to the the error of the job to the the job that that the the player to the the player
31.280 || modify the default page || add a new call to disable the app to be the app of the editor to the site to the the app is destroyed
31.280 || fix bug <num> use a message that exists || add a missing to string to retrieve the title of the first of the first of the editor of the editor of the editor
31.280 || fix bug in compilation test helper || add test case to be build of the folder of the folder of the component of the collection of the same of the var
31.280 || fixed the postgresql test case hikari cp environment issue || set the wait of the wait to the wait to the wait on the thread of the thread of the thread of the rest
31.280 || replace the docker server ip || add test case to the host of the configuration of the test of the local of the local of the local of the tests
31.280 || add card switch in update ui || add a login to save the title to the the login to save the the save to the the save to save the destroyed
31.280 || triggering user event listener using its correct id not the task || add a test to the the method to the the job to the failed to the local to be the local to be failed
31.280 || fixing oracle qa part <num> oracle schema needs to be uppercase when getting metadata || hive <num> hive with not not not exist in the leading of the leading of the chauhan in ferdinand xu reviewed by xuefu xu
31.280 || refactoring fix metric mapper key use as it s a keyword in dbms || add a string to retrieve the title of the method to the the string of the editor to the the default of the editor
31.280 || ignore internet permission check in library project || add a check to the check to the the job that that the the called to the the exist that that the the called
31.273 || add the default login || add a new name to the the name name for the crowdsound the the database
31.273 || add the allow change delegation || add a check to ensure the type type in the method for ashutosh chauhan for
31.273 || add parser is trace fixes <num> || add method to check if the context is not be the method for the method
31.273 || add recognizer set interpreter || add method to set the app of the activity for the right to the original
31.273 || do not auto recycler child view in container scroll || set the view view when the view to the the view is not the activity
31.273 || add alchemical hydra to kc abbreviations || add a convenience to retrieve the title to retrieve the title to be the title
31.273 || add common hidden items to ground items plugin || add a convenience to retrieve the title to get the title of the editor list
31.213 || ignore the code || remove unnecessary code
31.213 || remove one test || ignore test fails
31.213 || remove exception || remove unnecessary logging
31.213 || remove unused sysout || remove debug out
31.213 || remove annotation || remove unused code
31.213 || remove sout || remove debug out
31.213 || remove body parameter || remove debug code
31.213 || adjust unit test || add test case
31.213 || add verification || add null check
31.213 || improve code readability || remove unnecessary code
31.213 || remove profane logging || remove debug code
31.213 || remove orientation spam || remove unnecessary logging
31.213 || removed debug output || remove debug out
31.213 || remove instructions correctly || remove unused code
31.213 || remove cruft || remove debug output
31.176 || modify the state analyzer bug || fix bug in max max max max <num> <num> <num> <num> <num> <num> d <num> d <num> d <num> d <num> <num> <num>
31.176 || update javadoc inline tag to text || add a string to the the name to the the name name to the debugging to the debugging to string for the debugging
31.176 || add vote bean || add a test to make the string of the collection to the the string to the default to the the string to string
31.176 || fixing bug with activity || add new activity to the activity to get the activity of the activity to the activity to the activity to the activity activity
31.172 || add interface to get all services || add a method to make the map of the collection of the new api
31.172 || add karambwan fishing to animation and idle plugin || add current view to the background to the the background is not the background
31.172 || added a view parameter for test purposes || add a method to the activity activity for the activity to the site activity
31.172 || returning the entity from request body in update secret config api || add support to get user of the user of the configuration for the config
31.069 || add method || add a method to make the value of the context of the context
31.069 || add uuid to exception message when component tree crawling fails || add a missing to the method that the the two the two thread
31.069 || add tooltip to absorption panel || add a method to retrieve the string to string the string to string
31.069 || handle the possibility of http <num> with a better error message || add a null to the text if the content is not the text
31.066 || hive <num> hive variable substitution does not work with the source command anthony via xuefu || add a missing code to the the file of the file to the the file that the the file is the file
31.066 || add initial capacity for converter factory list || add a size to the surface of the method to the the value of the size of the size of the method
31.066 || issue <num> support the http sender listener || fix bug <num> <num> <num> <num> <num> <num> f <num> f <num> f <num> d <num> d <num> d <num> d <num>
31.066 || check new billing files more often every <num> minutes || fix potential npe <num> <num> <num> <num> <num> <num> <num> f <num> d <num> d <num> d <num> d <num> d <num>
31.066 || add check for clan members <num> when inserting icon || fix bug in launcher <num> <num> <num> <num> <num> d <num> f <num> d <num> d <num> d <num> d <num> <num>
31.066 || add support for refreshing functions cache in namespace manager || add a missing method to make the options of the graph created moe https github com google moe moe migrated revid <num>
31.054 || add implementation of is enabled in base annotation handler that defaults to true || add method to check that is not t have the default method
30.962 || add missing override s || add override to allow that is not be have the op method
30.962 || issue <num> set the parent in annotation member declaration set name || add a check to the the name name to t the database
30.962 || use the method provided for changing state || add a missing check to ignore the state of the state state
30.962 || set settings activity title || add the login icon to the the title to the save activity
30.962 || improve batch medium tester to allow registration of several metrics || add a method to make the app of the new the method
30.962 || deprecate rule priority value of string used for upgrading to sonar <num> || add method to get the map of the configuration of the configuration
30.962 || made ref fn use get rather than current val || add a hash to get the instance of the current the method
30.951 || hive <num> hive job fails when referencing a view that explodes an array navis via ashutosh chauhan || add a check to the parameter of the method to the the field of the method of the object of the
30.951 || modify the pom version jdbc || add version to <num> <num> <num> <num> <num> <num> <num> <num> <num> <num> <num> <num> <num> <num> <num> <num> <num> <num>
30.951 || fixed a bug in searching java compiler that was causing a npe || add a method to the the op to the the method to the the file of the graph of the graph
30.951 || modify broad test || fix test <num> <num> <num> <num> <num> d <num> d <num> d <num> d <num> d <num> d <num> <num> <num>
30.951 || fix test on mswindows || add a test case to the the uri of the file of the path of the local of the local file
30.853 || add additional test case <num> || add test to the temp log test test test test test
30.853 || deprecate old method that was used to build jmx names || add method to get the name name to be the null
30.853 || add alt labels to all alts || add a message to the the message of the output message
30.853 || add check for null || add a null annotation to the debugging to string the name
30.853 || add title on model structure activity || add a login activity to the activity to the activity activity
30.853 || ignore a breaking test || ignore test that fails test on the work on the work
30.829 || modify the api || add a new string to the the server to the the job that is the server is not the server
30.829 || add init || add a test to stop the finalizer to the start to the start method for the compiler to the api
30.829 || issue <num> add another error message hint || add a missing method to the the method method for the right to the the database of the editor list
30.829 || improve test strengh || add test to the dependencies of the test of the tests of the local of the tests test test test
30.829 || add support for rune pouch l to rune pouch overlay <num> || remove unused code <num> <num> <num> <num> <num> d <num> d <num> d <num> d <num> d <num> d <num>
30.829 || scoring loopback addresses as <num> in default channel id || hive <num> hive with hive <num> hive <num> t hive <num> sergey reviewed by ashutosh chauhan rodriguez by ashutosh chauhan
30.829 || fixed a bug where local channel is connected returns a wrong value || fix bug <num> <num> <num> <num> d <num> d <num> d <num> d <num> d <num> d <num> d <num>
30.743 || add the interface || add a method to make the method of the method
30.743 || added a get matches to cpd || add a method to make the map of the method
30.743 || enable bson parser to support a uuid deserializer || add a return to the type to get the method
30.743 || use the correct method || add missing method to the surface of the set call
30.743 || add getter setter for role search as user || add a method to the activity activity for the site
30.743 || update exception message to non deprecated type || improve error message exception null null null exception null null
30.743 || use rt class for name || add a info to the method for the method name
30.743 || add missing test for empty string sets using empty braces || add test case to fix <num> test test test test
30.743 || add timeout to pooled byte buf allocator test || disable test timeout test case test test test test test
30.743 || remove redundant index check || add check check to index surface not a more one
30.701 || hive <num> hive multi group by single reducer optimization causes invalid column reference error kevin wilfong via namit || fix bug <num> <num> <num> <num> <num> <num> <num> <num> d <num> d <num> d <num> d <num> <num>
30.701 || modify the cat || add a little to string to the the job of the job of the job of the client client
30.701 || issue <num> add and use tree visitor visit leaves first || add a test to make the map of the graph of the node of the node of the node
30.701 || get local name || add the name name to the linter of the configuration name of the right used to t be database
30.701 || depreciate method || add method to get configuration to get the configuration to be the api to the application to be the
30.701 || fixed an if statement without braces violation || don t use the size to the the op if the op is not t the one the value
30.701 || change the exception msg || add a message to the the string of the job to the the job of the file of the
30.683 || add test case for my sqlpacket codec engine || add test case to be the default test
30.634 || add storm <num> to changelog || add log to the logging message for the debugging
30.634 || add the log || add a missing message to the the stack message
30.634 || fix test compression test since snappy went in || disable test test test test test test test test
30.634 || remove unintended change from previous commit || remove unnecessary code from the end for the right
30.634 || add token stream rewriter get source || add method to get the method of the method
30.634 || add helper to filter measures by rule key || add method to get the map of the method
30.634 || disable osb prices by default || disable the default of the default is not started
30.634 || disable camera zoom by default || disable the default of the server is not started
30.634 || remove the oio oio test cases || remove unnecessary code from the end for the project
30.564 || hive <num> bug in mapjoin followed by another mapjoin amareshwari sriramadasu via namit || ignite <num> npe fix cache ignite ignite <num> cache join cache join cache join join join join store
30.564 || modify the config || add a check to the the method of the method to the the deprecated method for the code
30.564 || add coding style example pls for parsing tests || add test case to the build of the api of the api of the function of the api
30.564 || add assert get row data || add test case to allow <num> <num> <num> <num> <num> <num> <num> <num> <num> <num> <num> <num> <num>
30.564 || set result set max total <num> || fix test <num> <num> <num> <num> <num> <num> <num> <num> f <num> d <num> d <num> <num> <num>
30.564 || remove exception in isconstant function || remove unnecessary code <num> <num> <num> <num> t <num> a <num> e <num> <num> e <num> e <num>
30.564 || fix the gensis block should not be signed and synced || add a new to string to the the rule of the first of the first of the property
30.564 || skip process automated msgs for http sessions tab || add a check to the the op to get the current reset for the right for the right
30.564 || adding additional validation to ignored when detached handler as suggested by y delouis || add a check to the check to the check to the local method that is not the called
30.529 || add setter for server parameter || add a test to make the server server
30.529 || add proper test || add test case to test case test test
30.529 || add apollo crash log || add log to log log for the log
30.529 || update the ant example to contain an error || add a test to make the better used
30.433 || modify the checkpoint end order || remove unnecessary call in the longer end
30.433 || add console messagre to mvc || add message message to exception message message
30.433 || remove unsed code || remove unnecessary code this this this this
30.433 || remove code || remove unnecessary code in the client client
30.433 || add missing extensions to core plugin || add a test to the the port
30.433 || add on long click listener || disable click button on button on screen
30.419 || hive <num> use null vertex location hint for prewarm dag vertices gopal v via gunther hagleitner || fix bug <num> <num> <num> <num> <num> e <num> d <num> d <num> d <num> d <num>
30.419 || modify the status || add a new set to set the app to the the set set for the right database
30.419 || fix the fix in r <num> || add a check to the null to the the not the not the not not the method
30.419 || enable perf tests for python and javascript || add a new name to the examples of the name name google google google for cassandra <num>
30.419 || expanded a static import in result <num> || fix bug <num> <num> <num> <num> e <num> e <num> e <num> e <num> d <num> <num>
30.419 || do not proxy volatile methods || don t use the dim to the default if the default is not t be the one
30.419 || validate injected field to be non final || add a check to the not not the job that that is not called for the database
30.376 || add the log || add log to log
30.376 || disable unstable test || disable test case test
30.359 || add getter for log level || add a info to log log
30.359 || add multiple from test || add test case to be test
30.359 || add get || add override to get api <num>
30.359 || add convenience method || add method to get state state
30.359 || add qg large test || add test case to test server
30.359 || modified an error message || add error to the message message
30.331 || use the write listener to decide between a blocking and a non blocking flush on close || don t close the thread to the assignments to the default is not the lock
30.326 || remove the debug code || remove debug out test test
30.326 || add regression test for <num> || add test to test id
30.326 || ignore status test || ignore test that fails test
30.294 || issue <num> add qualified name to method declaration || add a method to the rule name
30.264 || modify the storage analyzer || add a test to the server to the the local of the local of the configuration
30.264 || modify the toplograph || add a check to stop the the save to the start to stop for the database
30.264 || modify small bug througth findbug || fix bug <num> <num> <num> <num> e <num> e <num> e <num> e <num> d <num>
30.264 || ignore the manual test || disable test that fails test test test test test test test test test test test test
30.264 || remove validation for abbr || add a new name to the the method of the package name for the original database
30.264 || add missing parameter in test stub || add a method to make the method of the activity method to t be database to
30.264 || tweak http panel so that method pulldown doesnt need a scrollbar || add a check to ensure the not set the set to the set set for the
30.264 || don t wait for ce queue to complete || disable the test by the not exist is not the unused method can t the database
30.264 || fix quality flaw forgot timeout || fix test <num> <num> <num> <num> <num> <num> <num> <num> <num> <num> f <num> <num> <num>
30.264 || allows agent error handler to send successfully refs <num> || fix bug <num> <num> <num> <num> <num> e <num> e <num> e <num> d <num> <num>
30.245 || disable this test that is not working on jenkins ci <num> || add test to test that is not be have the api
30.178 || revert change get conf as first sequence instead of job context in table output format check output spec add unit tests || hive <num> hive with not use of the correct get creating get local reviewed by matt reviewed by xuefu zhang
30.178 || revert hbase <num> test multi table snapshot input format failing with unable to create region directory tmp addendum by guanghao zhang || add test case to test test test test test test test test test test test test test test test test
30.098 || hive <num> llap npe in disk range list helper init initial fix sergey shelukhin || remove unnecessary code <num> <num> <num> <num> <num> e <num> e <num> e <num> <num>
30.098 || hive <num> use partition level serde properties yongiang he via namit || fix bug <num> <num> <num> <num> <num> e <num> e <num> e <num> d <num>
30.098 || change another url to errorprone info || add a missing string to the the name of the line name for the code
30.098 || remove call to hash code that was slowing down equals || don t allow the method to the the op is not the default is called
30.098 || get default scripting lanuage instance || add override to get the app of the new the the new the the method
30.098 || adjust test timeout || add test case to test test test test test test test test test test test
30.098 || update correct button copy and paste bug || update the user after the wait to the the reset of the reset to update
30.098 || adding missing parameter to include process variables in rest || fix a bug in the assert of the job of the job of the node
30.098 || improve performance of creation of preview h <num> db || ignite <num> fixed test ignite <num> cache cache cache cache cache fixes <num> fixes <num>
30.098 || remove module key as it s not returned by the ws || add a null annotation to the value to string the value to null a null
30.098 || add widget contains point || add a method to make the options of the context for t be the database
30.098 || made set return tuple || add a return to string to make the value of the context of the context
30.098 || add tests for fragment by tag || add test case to fix <num> test test test test test test test test test
29.920 || add new method dummy || add a getter to make the string to string to be a a api
29.920 || inline new thread to close || ignore the test case when shutdown is not the thread is not the thread
29.920 || throw exception when backup dir is same || add a exception in the path path in the path path for the project
29.920 || set version || add version to <num> <num> <num> <num> <num> <num> <num> <num> <num> <num> <num>
29.920 || add condition to avoid npe || don t allow the op to be the default is called for cassandra <num>
29.920 || add live tv flavor <num> another firetv fix || add a missing call to disable the app of the reset has the called
29.920 || stop co x party size from showing before varb is loaded || don t use the size to the the op of the first the one
29.920 || add support for crafting leather idle notification <num> || add current view to the background to the the background is not the background
29.920 || use a new executor in propagate exception to global exception handler || set the test case to the thread to the thread on the exit thread
29.727 || modify the network interface manager || don t crash if there if the job is called is no node
29.727 || modify the state || don t set the dim when we we we we the thread thread
29.727 || modify the testcase || fix bug in the end of the job is not the same properly
29.727 || add type solver has type || add method to make if the default is a more name google google
29.727 || avoid javassist method search indeterminacy || add a method to the method to get the method of the method
29.727 || modify case for key generator || add test case to the list of the api to be the database
29.727 || make non java targets ignore new test || add a method to make the name name for compiler for the var
29.727 || update byte buddy and enable injecting loading strategy for android || add a return method to the the method method for the original code
29.727 || remove circular ref when finishing activity || don t set the call to the activity is called for the database
29.727 || prevent npe when checking if same script engine || don t crash if the empty used if the node is not name
29.727 || reduce tab size in notes panel to <num> <num> || set the default to the the default of the set the set set
29.727 || make idle notifier work for splashing missing || don t crash if there if there is no called for cassandra <num>
29.727 || fixing a bug with rest service || add a test to the rule of the line to the node name
29.727 || updated the create new pipeline page <num> || remove unnecessary code in the request of the necessary for the right database
29.718 || fix the way the activity checker decides whether workspace idling is configured or not || fix a bug in the client wasn the job is not started
29.517 || remove the puppert || don t use the dim of the line is not not one
29.517 || modify the payload || add a check to the parameter of the not be the method
29.517 || modify the rule update page || add a missing name to the the map of the line name
29.517 || delete unused method || add method to check that is not t have the default method
29.517 || avoid non fatal npes with tribes when jmx is not available || don t crash if the not t called if the no called
29.517 || add jsonobject warp java || add method to get the map of the string of the string
29.517 || remove unuse code || remove unused method is t be the stack for the the database
29.517 || control the active node number || fix bug in the right of the op is not the op
29.517 || improve test coverage || add test case to the host of test to make <num> test
29.517 || add null check for overlays in overlay renderer || fix bug in the end is not started is the client client
29.517 || avoid extra retain of entry data <num> || remove unnecessary code <num> <num> <num> <num> <num> <num> <num> <num> <num>
29.287 || hive <num> bug in sort merge join ning zhang via namit || remove unnecessary code <num> <num> <num> <num> <num> <num> <num> <num>
29.287 || modify the fetcher || add exception to throw thrown in the thrown is not found
29.287 || modify the config || add a line name to the linter of the line name
29.287 || change the version to <num> <num> rc <num> || ignore test case test on the work on the same database
29.287 || <num> no immutable copy of routine for enums || don t return the type type if the type type for
29.287 || avoid unlikely npe || don t npe if there is not already called for the
29.287 || add assert get aggregation type || add test case to prevent the default test test test test
29.287 || add test for master || add getter to get the op of the new the op
29.287 || allow type name subclasses in with bounds input list || add method to get the type type for the project type
29.287 || add type narrowed getters || add a method to retrieve the app of the new method
29.287 || add logs || add log to the debug of the file of the job
29.287 || add amethyst crafting to idle notifier plugin <num> || update scroll color to be scroll to the background is background
29.287 || add new farming patch trees to menu entry swapper pay <num> || don t use the extra to the thread as the default
29.287 || add sacred eeels cutting to idle notifier || update scroll bar to be scroll to the background is background
29.287 || add nullcheck for counter in slayer plugin on config changed || remove unnecessary code from the longer manager for the right database
29.287 || try uri of resource in sourcedebugextension when load from resource || add a info to the the name of the output name
29.287 || remove cleanup of log files that are no longer generated || add a file to the the file of the file file
29.287 || prepare the vert x <num> release || update url to <num> <num> <num> <num> <num> <num> <num> <num>
29.280 || add index name to the log message || add a test to the the name of the name name
29.068 || remove an extra null check || add null check to the null
29.049 || add support for getting the astname of an astfunction node || add a method to make the the node name
29.033 || add exclusion || add test to test that is not have have api
29.033 || add batoo exclusion || add test case to be yet test test test test
29.033 || modify the line chart || add a method to the rule to string to string
29.033 || modify the ip || don t crash if there if the job is called
29.033 || modify the state || add method to set the default of the new one
29.033 || add new rule control statement braces || add support to <num> <num> <num> for a original database
29.033 || add missed parameter || add a string to the type of the type type
29.033 || remove unnecessary call since do read calls check error || add a check to the preconditions not not the method
29.033 || remove unnecessary method || add method to set the action of the new method
29.033 || add replacement length || add getter to get bitmap is not not the background
29.033 || get object || add method to get the field of the new used
29.033 || test the valid proto || add a method to make the map of the file
29.033 || add todo in account capsule || add method to allow that is not be the op
29.033 || fix the log || add a string to string the string of the string
29.033 || add verification for block time || fix bug in max max max in the correct block
29.033 || allow shortcut and callback implementors to override headers || add null check to the surface is not the call
29.033 || validate login url not empty in form based auth || don t crash if there is no is not called
29.033 || turn off gzip compression in async upgrade test || disable the test for the port is not the port
29.033 || add db test select db session string || add a method to the the collection of the method
29.033 || remove useless session rollback causing my sql ut instability || remove unnecessary code <num> <num> <num> <num> <num> <num> <num>
29.033 || fix quality flaw npe check || add null check to null to null for the exception
29.033 || remove unused private method || add method to get the op of the new method
29.033 || add dense essence chiseling to idle notifier || update layout to the background to the background is background
29.033 || rename high memory to audio high memory || set the default to disable the set the set set
29.033 || add testcase for issue <num> || add a test to make the map of the map
29.033 || add testcase for issue <num> || add method to ensure that is not be the script
29.033 || expose the shared pref key || add a getter to retrieve the string of the string
29.033 || retain order of assets || add a string to retrieve the value of the string
29.033 || fix a sporadically slow test || add test to <num> <num> <num> <num> <num> <num> <num>
29.033 || add composite byte buf num components || add getter to get the value of the new field
28.917 || add a default title to the tree viewer dialog || add a new icon icon to the action to the action to save the action activity
28.799 || don t generate interpreter data files if gencode is false || don t show the dim if the right is not the one
28.771 || remove unnecessary code reported by spot bugs || remove unnecessary code <num> <num> <num> <num> <num> <num>
28.751 || set arguments s bug || set the size of the right the set set
28.751 || modify the dumpanalyzer || add override to get the version of the version
28.751 || modify the log || add a missing call to the the login call
28.751 || modify the analyzer || add override to get the version of the version
28.751 || modify the hashcode || add a missing code to the the current list
28.751 || modify the codec || fix bug in the finish of the same method
28.751 || modify the manager || add null to get image to get the background
28.751 || disallow null for bug checker descriptions || fix bug in the source of not return method
28.751 || return this result set || set the default of the set set for the
28.751 || set receipt result || add a check to set the set set set
28.751 || assert the size || set the default value in the right set set
28.751 || refine exception || fix a npe in the exception in the size
28.751 || fix bug for revoking store test || add test case to test test test test test
28.751 || enable help in add edit break point dialogue || add a method to make the string to string
28.751 || fix test on oracle || add test case to <num> <num> <num> <num> <num>
28.751 || add servlet filter url pattern get url || add a method to make the string to string
28.751 || add swagger module on ws agent || add support to <num> <num> <num> <num> <num> <num>
28.751 || expose bundle args of fragment builder || add getter to get the app of the method
28.751 || add default impl for get key <num> || add a method to make the string to string
28.751 || reverting the previous commit which makes no sense || don t force the thread event on the thread
28.610 || hive <num> npe in spark utilities is dedicated cluster spark branch rui reviewed by jimmy || hive <num> hive with hive with hive <num> sergey the tables gopal zoltan reviewed by ferdinand xu
28.579 || remove unnecessary attributes of state transfer create send time and receiver queue from cluster manager template these attributes should not be defined as a template || fixing bug in launcher state state <num> <num> <num> <num> <num> <num> <num> <num> d <num> d <num> d <num> d <num> d
28.527 || hive <num> query plan s start time is incorrect in certain cases wei zheng reviewed by gunther hagleitner || hive <num> hive with hive <num> hive <num> test join join time reviewed by thejas nair xuefu reviewed by xuefu zhang
28.444 || fix bug in limit in from class || fix bug in launcher <num>
28.433 || activate reveal method in vault again || add a test to set the test method
28.433 || exclude test || add test case to allow with the api
28.433 || skip uuid test for literal usage || add test case to be have have test
28.433 || enable year week test for teradata <num> || add test case to allow with the api
28.433 || add test for roo annotation processor || fix test test on the remote database test
28.433 || add trial version exception || add a method to the the string method
28.433 || modify the filter || add a method to get the server method
28.433 || modify the sql || remove unused code this a t be the
28.433 || eliminated a param reassign thanks brant || add a info to the the name name
28.433 || removed unused utility method || add a method to make the string name
28.433 || fix a typo in a test method name || add test case to be test test test
28.433 || remove unused agentmain method || add a missing method to the start method
28.433 || fix test for resolve ident return value || fix bug in the op method is null
28.433 || add assert get column value || add test case to verify test is test
28.433 || add assert get aggregation type || add test case for test case test test
28.433 || add assert get schema name || add test case to allow the configuration test
28.433 || add checkstyle rules fix missing switch default || add exception to ensure for the type type
28.433 || fix the witness miss block statistics || update state state when the update state update
28.433 || fix the exception type || throw exception if exception is not be found
28.433 || remove useless method || add method to set the op set method
28.433 || add clean package goals before analysing project || set the correct icon icon for the project
28.433 || forgot the example || add a missing method to ignore the method
28.433 || enable presto test <num> || disable test case test test test test test
28.433 || fixing cors config test failure under java <num> || add test case to the host of test
28.433 || update server listener java || add a test to make the server server
28.431 || revert fixes <num> only gen parse listener enter rule events in enter outer alt not enter rule || don t crash if the not finishing if the job is not t be the thread
28.375 || hive <num> patch to fix hash code method in double writable class vaibhav aggarwal via ning zhang || add missing to return code <num> <num> <num> <num> e <num> e <num> e <num>
28.352 || remove now useless null check || remove unnecessary null check
28.172 || fix small div by zero exception found in an fb test cluster || fix bug in the correct the correct one to the node
28.122 || fix a spelling mistake || fix a typo in the full job
28.122 || disable test hive recoverable grouped execution || disable test case test case test test
28.070 || changed redundant conditional check || remove redundant null is not be null
28.070 || modify the logview uploader || don t close close on the thread
28.070 || modify the handler || add a more more to the error
28.070 || modify the login || add override to set the use method
28.070 || modify the jsp || add a string to string the string
28.070 || add the router job creator || remove unused code in the longer request
28.070 || modify the task || add error message to the logging exception
28.070 || modify the codec || remove unnecessary code a t be the
28.070 || modify the manager || update m progress to the network changes
28.070 || add one declaration per statement || add a test to the aec blacklist
28.070 || delete temporary file after test || remove unused variable test test test test
28.070 || update integration test || add a test to the load method
28.070 || remove unused exception from sourceroot || add runtime exception to the runtime exception
28.070 || allow system to start || add test to <num> <num> <num> test
28.070 || don t crash when compiling without xjcov || remove redundant code the t be the
28.070 || add project skeleton || add a method to the activity activity
28.070 || get statement || add a exception to get the exception
28.070 || add assert get properties || add test case to test case test
28.070 || add assert get key generator class name || add test case to allow host field
28.070 || add init derived count indexes || add getter to get the op method
28.070 || add test close || remove unused code test test test test
28.070 || modify the error msg || add a check to the preconditions name
28.070 || modify stest assetissue case || add test case to the host test
28.070 || add sonarcloud support || add method to set the op method
28.070 || add supply interface in account capsule || add getter to get the get method
28.070 || fix test error || ignore test that fails fails test test
28.070 || remove more than frozen number test || ignore test that fails test test test
28.070 || add process sync block exception msg || add error message to the message message
28.070 || restore null check || fix bug in the null is null
28.070 || turn out stderr output from clang compiles || remove debug out debugging debugging debugging debugging
28.070 || revert null check || fix bug in value null null null
28.070 || remove violation || remove unused code is not be database
28.070 || empty a lazy seq || add a return to get the method
28.070 || handle activity destruction || remove override to stop on the activity
28.052 || add protected set parent method to component container || add method to set the op method for the right to the the database
27.919 || remove log for debug || remove debug out
27.919 || remove stray system out || remove debug out
27.919 || add another edge case || add test case
27.919 || remove a unused val || remove unused code
27.857 || replace usages of deprecated methods in com google common io files with non deprecated replacements || add a info to the the output of the file to the file file
27.818 || using processdefinition id field to prevent nullpointer when not in commandcontext || add a string to get the method for the id
27.818 || made any form not explicitly handled by the compiler self quoting || add null exception to the surface surface not the method
27.818 || make rest proxy service for query nullable for the pinot connector || add a annotation to make the app is not null
27.646 || improve postgre sql test coverage || add test case to test server
27.646 || add init || add log to the host file
27.646 || modify the bucket || remove unused code this the size
27.646 || remove router config bug || fix bug in the server data
27.646 || modify the test || remove unused code from test test
27.646 || config the transaction analyzer || remove unnecessary code in the end
27.646 || add failing testcase for <num> || add test case to test case
27.646 || add general main class || add method to allow that <num>
27.646 || remove pointless test || add test case to test failure
27.646 || keep the debug message for now || fix bug in the correct method
27.646 || fix an eclipse nag || fix bug in the same value
27.646 || update ui after setting freestyle mode || update m progress bar when inflation
27.646 || add postgre dcl test case <num> || remove redundant code test test test
27.646 || modify solidity file || add test to file s log
27.646 || solving tcp test || remove unused code test the shutdown
27.646 || update generics mockito annotations test java || add test case to test test
27.646 || remove custom vectors highlights when cleared || remove unnecessary call from the end
27.646 || add order by for qa || add test case to test case
27.646 || fix the error in log info || add log to ensure thread log
27.646 || add missing placeholder for second argument || add log to the file path
27.646 || remove unused test annotation <num> || add test case to be string
27.646 || revert bad renaming in zlib test || fix test <num> <num> test test
27.604 || fixed a bug where expr that were not identifier or list would be left out simply added an extra else to catch the rest of the expressions || add support to <num> <num> <num> <num> <num> <num> <num> <num> <num> e <num> e <num> d <num> d <num> d <num> d <num>
27.448 || disable blast furnace clickboxes by default || disable default view by default
27.440 || fix bug for get unchecked || fix bug in the correct not not found
