Bleu-score || Original Commit Message || Generated Commit Message
30.564 || daemonizing the sts thread used for the credential refresh || fetch no more than <num> splits in parallel patch by patricio echague reviewed by jbellis for cassandra <num>
30.564 || hive <num> metastore client cache config is used incorrectly prasanth jayachandran reviewed by sergey shelukhin || refine fix for groovy <num> groovy <num> remove an edge case that wasn t meant to trigger error
30.564 || hive <num> hive metastore does not exit on start failure thejas nair reviewed by daniel dai || named the threads created by the server to reflect their use to aid in profiling performance memory usage
30.564 || hive <num> ddltask conf hides base class task conf alexander pivovarov via alan gates || make local one the default cl for hadoop patch by alex liu reviewed by brandonwilliams for cassandra <num>
30.564 || hive <num> function task conf hides task conf field alexander pivovarov via alan gates || make local one the default cl for hadoop patch by alex liu reviewed by brandonwilliams for cassandra <num>
30.564 || hive <num> null values in decimal columns cause serialization issues with hcatalog craig condit via navis || simplify a boolean return created by moe http code google com p moe java moe migrated revid <num>
30.564 || hive <num> fix empty hashtable problem with container reuse on tez gunther hagleitner || simplify a boolean return created by moe http code google com p moe java moe migrated revid <num>
30.564 || modify the version and fix bug || make jmeter test and testbeans package test have a common idea of what a work in progress is
30.564 || add console messagre to mvc || added more exception messages to vertex query filter primarily testing a new merge style needed something to commit
30.564 || add some more validation to bug checker info || revert unintended objects more objects migrations created by moe https github com google moe moe migrated revid <num>
30.564 || add black box tests skip tail child containers system parameter || set kafka group initial rebalance delay ms to <num> in kafka container to speed up the tests <num>
30.564 || update checkstyle for block checks || ignite <num> fixed test client connector configuration validation self test test jdbc connection disabled for daemon fixes <num>
30.564 || throw unsupported operation exception in not implemented method || added more exception messages to vertex query filter primarily testing a new merge style needed something to commit
30.564 || allow dynamic mtu || silence the obnoxious mtu <num> error message that occur when no mtu is specified for a given network
30.564 || added a test for the bug that is not yet fixed || mocking final class async differ config doesnt work anymore don t know why disabling this tests for nwo
30.564 || spanned cache stuffer fix npe || fix bug <num> android text dynamic layout s static layout can hold onto an activity potential memory leak
30.564 || fix quality flaw || fix the condition which is not to start up armeria server in armeria auto configuration armeria server <num>
30.529 || set the thread name || set a thread factory to dhns event bus
30.529 || add node labels environment variables || add a new test environment variable test target
30.529 || fix the fitness of no features for regression || reordered the features so its easier to read
30.529 || fixed a typo in the test || fix broken test in file system utils tests
30.529 || fix bug date format in state analyzer test || fix test for timezones west of utc <num>
30.529 || fix bug in verify uri || avoid npe on missing scheme in the uri
30.529 || add better tests for aggregation || add test for update query and entity select
30.529 || add unsolved symbol exception get name || add getter for sky function name s name
30.529 || fix test to not rely on the order || fix broken test in bootstrap cli parser tests
30.529 || add regression test for || add a failing test demonstrating a crash bug
30.529 || avoid crash while base uri undefined || avoid npe on missing scheme in the uri
30.529 || add lib style module || add cat launcher development with google leanback lib
30.529 || reset votestore when countvote || reset scroll position when all apps is reset
30.529 || remove empty class || remove need for public constructor on inner class
30.529 || remove circular ref when finishing activity || add null check when activity record is refetched
30.529 || reduce log level in dialog modify user || add logger level for native functions system log
30.456 || prepare <num> <num> rc || preparing version <num> <num> release
30.456 || add option to supress splash || rename configuration option to configscript
30.456 || adding csm string to string || add index searcher to string
30.456 || add default || add default case entries findbugs
30.456 || add stetho || add stetho to debug builds
30.433 || convert map to set || set max events per sec to <num>
30.433 || fixing validation bug || fixing minor bug in temporal distance calculation
30.433 || added another convenience method || added a method for counting an iterator
30.433 || delete manifest java || delete data fetching environment builder java <num>
30.433 || add missing check for tls <num> || add tlsv <num> cipher suites to whitelist
30.433 || add additional listener type for <num> || add session listener to listener types list
30.433 || deprecate classes that are no longer used || deprecate helper classes exposed to public api
30.433 || expose the closed flag || expose web socket closed status see <num>
30.433 || add class to list of bad imports || add file storyboard to broken utis set
30.433 || modify documentation of simple camel call || fixed the test error of camel jpa
30.419 || revert lucene <num> for now || remove extraneous semicolon created by moe http code google com p moe java moe migrated revid <num>
30.419 || redraw feed when device profile is changed || updating folder ui when icons are normalized increasing padding making the folder label bold and lighter color
30.419 || don t show overview bounce when not a recents provider || updating folder ui when icons are normalized increasing padding making the folder label bold and lighter color
30.419 || reapply the change to not clip recents || fixing text input layout not parsing box stroke width attr and adding box focused stroke width attr
30.419 || add method to block child layouts resolves <num> || remove extraneous semicolon created by moe http code google com p moe java moe migrated revid <num>
30.419 || remove cleanup of disk storage cache s index old shared pref file || remove extraneous semicolon created by moe http code google com p moe java moe migrated revid <num>
30.419 || don t use ambiguous timezone names || fixed the unit test which fails in environments where new york isn t the default time zone
30.419 || hive <num> non default oi constructors should be supported for backwards compatibility brock reviewed by xuefu || added a specific signature so that kryo doesn t have to look for it using reflective exploration
30.419 || modify the overload report default size || set default rr chance to <num> update news patch by jbellis reviewed by slebresne for cassandra <num>
30.419 || deprecated unused code || remove extraneous semicolon created by moe http code google com p moe java moe migrated revid <num>
30.419 || avoid npe if class interface is not present || adding possibility to use thread context class loader to load cluster configuration file for embedded vert x
30.419 || enable debug logging to investigate gump failures || add an init verbose method to brief log formatter note this does not actually appear to work
30.419 || delete import java util iterator || remove iterables rotate created by moe http code google com p moe java moe migrated revid <num>
30.419 || updated the test || set the framework null in case the underlying container re use the servlet instance after a redeployment
30.419 || fix another class loading lock with scripts || fix an inverted conditional that was mistakenly inverted in the move to failover loader and no reflection
30.419 || fix quality flaws || fix bug <num> not able to select hour <num> in time picker with <num> hour time enabled
30.419 || add the method project utils to io files || remove null check for input file and document the need for non null arguments in the javadoc
30.376 || added another method || added a convenience method
30.376 || added an utility method || added a convenience method
30.376 || remove android test dir || remove unused application test
30.359 || ignore flky test <num> || ignore two failed test cases temporarily
30.359 || delete rentention logs every hour <num> || delete ok http <num> downloader java
30.359 || add psetex to jedis cluster <num> || add byte values to variable kinds
30.359 || skip null values in populate || handle null in optional canonical path
30.359 || modify the test cat || remove path test from the tests
30.359 || add forkblockversion enum <num> || add infinispan subsystem schema version <num>
30.359 || add description to custom measures widget || add missing generics to context internals
30.331 || hive <num> change default value of msck repair batch size vihang karajgaonkar reviewed by sahil takiar || ensure that tracing doesn t break connections in <num> x <num> mixed mode by default
30.326 || preparing <num> rc <num> release || update version to <num> <num>
30.326 || remove test ignore || setting problematic test to ignore
30.326 || modify code version || modify version to <num> <num>
30.326 || use <num> to compile || update version to <num> <num>
30.326 || tidied up test failure message || improve exception message in test
30.264 || validate a view only if it is visible and enabled || add debug log message for missing callback patch by aaron morton and jbellis for cassandra <num>
30.264 || improve classloader hash string || add a hash code method to workspace status action implementations as is advisable when overriding equals
30.264 || remove unneeded check of deprecated field || add config format to the list of keys we exclude from the config key enumeration <num>
30.264 || add usps benchmark || add single line comments to cli patch by pavel yaskevich reviewed by jbellis for cassandra <num>
30.264 || remove unnecessary copy of bytes resolve <num> <num> || handle null correctly in cql storage patch by alex liu reviewed by brandonwilliams for cassandra <num>
30.264 || hive <num> druid queries containing joins gives wrong results nishant bangarwa via ashutosh chauhan || add config format to the list of keys we exclude from the config key enumeration <num>
30.264 || modify the storage analyzer || don t jump unto debug mode unless there s an interactive browser on the context stack
30.264 || fix an ide nag only fix one to trigger a ci build || report an error in the sax parser when an entity cannot be resolved and is skipped
30.264 || add alpn support to nio by passing the socket wrapper to the channel || set keepalive on messaging service connections patch by jianwei zhang reviewed by jbellis for cassandra <num>
30.264 || revert r <num> actually calling another close socket method so no issue there || set keepalive on messaging service connections patch by jianwei zhang reviewed by jbellis for cassandra <num>
30.264 || remove check that is unnecessary now concurrent read write has been removed || stop test hanging forever so we can work out what is going wrong with intermittant failure
30.264 || simplify no need for a local variable that is read once || simplify equals implementation rely on list equals to compare the versions instead of doing it manually
30.264 || improve expected exception fix for org hamcrest core is is a || allow negative numbers in the cli patch by pavel yaskevich reviewed by jbellis for cassandra <num>
30.264 || improve the chance for escape analysis to avoid alloc on weak key write || add a hash code method to workspace status action implementations as is advisable when overriding equals
30.264 || revert <num> re adding groovy all dependency <num> || adding process instance id to variable instance info to be able to do queries with it
30.264 || update commons lang <num> version to <num> <num> <num> || remove the dependency on commons codec tha should not have been there in te first place
30.264 || update commons lang <num> to version <num> <num> || remove the dependency on commons codec tha should not have been there in te first place
30.264 || add idm engine configurator to the osgi blueprint test || remove the dependency on commons codec tha should not have been there in te first place
30.264 || revert wrong modification fix migration on ms sql || fix a constructor of foreground linear layout am <num> e <num> am <num> eb <num> bf
30.098 || make facet field java serializable || mark some data structures used in sky values during the loading phase as being serializable
30.098 || deferring recents animation when tapping rotation button || disable quickstep onboarding when gestural nav is on until we have a new onboarding model
30.098 || fix the <num> s logout bug || ignite <num> <num> cache object object instead of string integer to support remove key action
30.098 || add missing call to jenkins trim labels update java doc || fix a latent bug in node subject is equal to related to overloading vs overriding
30.098 || allow plugins to define its own converter or register aliases || fixed the copy and paste bug strangely it had no negative effect up to now
30.098 || added a note about the data structure evolution rule || fixed the copy and paste bug strangely it had no negative effect up to now
30.098 || support all variants of vnd youtube url || replace https with http since api for get users blogs only returns the http url
30.098 || hive <num> llap config not passed to daemon init || rename testing eq to testing multiseq eq allow mk cluster param to take a map
30.098 || hive <num> from unixtime should accept bigints ning zhang via namit || fixing incorrect header count for graph hopper storage load set nodes header found in <num>
30.098 || weaken the es get request extractor dependency to ituple || fix test global count to anchor tuples to it doesn t cause errors in tests
30.098 || update rule to prevent unused import when using java doc see with array type || add cc flags to the macros that pull in the cc toolchain provider for genrules
30.098 || update rule to prevent unused import when using java doc with array type || add cc flags to the macros that pull in the cc toolchain provider for genrules
30.098 || resolve this keyword in java || fix a latent bug in node subject is equal to related to overloading vs overriding
30.098 || add javadoc to name logic || fix a latent bug in node subject is equal to related to overloading vs overriding
30.098 || correct a few csm tests || fix a latent bug in node subject is equal to related to overloading vs overriding
30.098 || propagate heartbeat from channel down to membership service || add a checkin eventlog tag for reporting gtalk heartbeat timeout remove unused adaptive heartbeat settings
30.098 || merge changes from bcel r <num> <num> || make byte buffer util clone thread safe patch by tjake and jbellis for cassandra <num>
30.098 || remove dead code and correct comment about thread safetyness || ignite <num> <num> cache object object instead of string integer to support remove key action
30.098 || update python from <num> to <num> || fixing incorrect header count for graph hopper storage load set nodes header found in <num>
30.098 || added back old dump commands || remove vcs commands when vcs is not enabled add keyboard shortcuts for diff file commit
30.098 || simplify values or empty <num> || update <num> to handle keys that do not exist and also updated docs and examples
30.098 || corrects encoding of space in url parameter || replace https with http since api for get users blogs only returns the http url
30.098 || revert cache managing draw task decrease reference before cache clear || ignite <num> <num> cache object object instead of string integer to support remove key action
30.098 || don t use api introduced in java <num> || simplify path creation created by moe https github com google moe moe migrated revid <num>
30.098 || remove unused icons fix <num> violation || fixing incorrect header count for graph hopper storage load set nodes header found in <num>
29.982 || added an explicit call to query parser to set the boolean operator to or || optimize query parsing to use single field parser when executing on single field
29.982 || set the value to something to make this field non null all the time || changed the version to <num> <num> for the doc screenshot preparing for release
29.920 || fix bug in equals method || tightened up the constructor parsing some more to catch more typos in the parser
29.920 || improve base presenter and demo || add model get managed disposables and check if a disposable already exists before adding
29.920 || update component base java || deleted empty file src java org apache cassandra security streaming sslincoming stream reader java
29.920 || modifying pre tag from java doc || deleted empty file src java org apache cassandra security streaming sslincoming stream reader java
29.920 || restore nullable deleted on merge || deleted empty file src java org apache cassandra security streaming sslincoming stream reader java
29.920 || leaving the view name null is important for clean persistence || fix the relative swagger path provider to use the context path as the root
29.920 || add box store call in tx no exception || add callables throwing method to make it easier to construct callables for error conditions
29.920 || update download runnable java || deleted empty file src java org apache cassandra security streaming sslincoming stream reader java
29.920 || rename action to default action in stream dialog entry || deleted empty file src java org apache cassandra security streaming sslincoming stream reader java
29.920 || hive <num> ser de utils another bug when text is reused xiaowei via xuefu || fixed the last remaining rat warning which showed up in <num> <num> rc <num>
29.920 || hive <num> bug in no drop siying dong via namit || ignite <num> sql copy command fixed table not found issue on the client node
29.920 || update flux builder java || deleted empty file src java org apache cassandra security streaming sslincoming stream reader java
29.920 || modify the product line config manager test || moving transaction start to after test kv store was created in kv store tests
29.920 || modify the metric config manager test || moving transaction start to after test kv store was created in kv store tests
29.920 || add pierre viret to the list of contributors || overwrite default locale to prevent failed tests when having different system locale en us
29.920 || amend hbase <num> fix javadoc typo for cipher create decryption stream || deleted empty file src java org apache cassandra security streaming sslincoming stream reader java
29.920 || remove translated values for keys that have been removed || add a list method to gereate a list of nodes for things like sorting
29.920 || use a return value of <num> rather than exceptions to signal end of stream || ignite <num> igfs fixed test which failed with small block size this closes <num>
29.920 || fix broken test after re org add test for servlet <num> || deleted empty file src java org apache cassandra security streaming sslincoming stream reader java
29.920 || add a reasonable error margin to the test || bumped up test timeouts since hudson seems slower than local machine for contention experiments
29.920 || revert r <num> the analysis was incorrect || ignite <num> fixed test framework to not count non zero arguments methods as tests
29.920 || add org joda time days to list of well known immutable classes || adjust android integration testing environment by adding a dependency to the import deps checker
29.920 || add org joda time period to list of well known immutable classes || adjust android integration testing environment by adding a dependency to the import deps checker
29.920 || update event dao java <num> || deleted empty file src java org apache cassandra security streaming sslincoming stream reader java
29.920 || update src release assembly <num> || deleted empty file src java org apache cassandra security streaming sslincoming stream reader java
29.920 || add orchestration master slave data source java || deleted empty file src java org apache cassandra security streaming sslincoming stream reader java
29.920 || add connection get master slave data source show sql for statement || refresh task in client partition service should release flag when owner connection not available
29.920 || ignore a unit test || disable failing test in journal shutdown integration test multi master journal crash integration test
29.920 || fix the if judge || stop initialisation if node is dead since no more packets will be sent anyway
29.920 || add upgrade method to improve hard fork || add infinispan model version <num> <num> <num> so that transformations happen for eap <num>
29.920 || allow <num> generated parsers to work with new <num> runtime || improve the performance of the new parser p s recommended api has performance issue
29.920 || add <num> <num> data to ar || allow access to the method property used when a closure wraps a class method
29.920 || add ad mob to about || amaze file manager fix image view npe when we want to share some files
29.920 || allow pcap in non filtering mode || hide mark as un read and un flag in the message list context menu
29.920 || update download monitor chart java || deleted empty file src java org apache cassandra security streaming sslincoming stream reader java
29.920 || catch all asset bundle exceptions || catch throwable instead of exception in case of no class def found error <num>
29.920 || catch everything when deserializing and extracting || catch throwable instead of exception in case of no class def found error <num>
29.920 || don t log creation of auth panels as info || ignite <num> mvcc removed unnecessary log message about inactive vacuum stop this closes <num>
29.920 || add test case for exception map in subprocess || protect scripted metric it test cases against failures on <num> doc shards <num> <num>
29.920 || add test case for map exception for sequential multi instance java delegate || protect scripted metric it test cases against failures on <num> doc shards <num> <num>
29.920 || add class delegate to map exception test resource file names || protect scripted metric it test cases against failures on <num> doc shards <num> <num>
29.920 || update javadoc of language get file suffixes || deleted empty file src java org apache cassandra security streaming sslincoming stream reader java
29.920 || compute new violations on dry runs || changing the demo to use the new strategy of setting the jfxdecorator s title
29.848 || hive <num> mapjoin sometimes gives wrong results if there is a filter in the on condition navis via namit || make local one the default cl for hadoop patch by alex liu reviewed by brandonwilliams for cassandra <num>
29.727 || improve log utils || don t use non breaking space in error log message hallo in logfile
29.727 || avoid illegal argument exception uri not hierarchical || convert url to file using a uri so that url encoding is removed
29.727 || fix the misleading error message and remove printstacktrace <num> || fixing a crash some users appear to be getting a null xmlrpcexception message
29.727 || add options to use bind unbind callbacks as opposed to mount unmount || don t have navigation bar apps app hover listener mark events as consumed
29.727 || add system property to set auto refresh interval || add new access control allow headers value into http response header closes <num>
29.727 || include public dependencies in to string || ignite <num> ml ignite dataset op is not loaded in tensor flow worker
29.727 || hive <num> reduce spark executor prewarm timeout to <num> s reviewed by rui || refine concurrent linked hash map test to ensure the order of map entries
29.727 || fixing other kafka test || refine concurrent linked hash map test to ensure the order of map entries
29.727 || modify the compile error || fix bug with simple date format when the default locale is not us
29.727 || modify the config reload || refine concurrent linked hash map test to ensure the order of map entries
29.727 || modify the domain manager sleep time || refine concurrent linked hash map test to ensure the order of map entries
29.727 || modify the rule || adding the forgotten part for making aggregations work with longs instead of ints
29.727 || modify the alarm thread time || refine concurrent linked hash map test to ensure the order of map entries
29.727 || modify the cat producer || refine concurrent linked hash map test to ensure the order of map entries
29.727 || modify the file creat and add more exception content || remove check if temp file already exists temp directory create creates unique directories
29.727 || removed old test || improve the error message for source under test entries that aren t dependencies
29.727 || fix test naming || make bigger timeout for must not lose updates in page cache slow test
29.727 || set the parent in annotation member declaration set name || removed the popup that asks what ksession should be used from test scenarios
29.727 || pull our timing margin as a constant and use the relax timing option || refine concurrent linked hash map test to ensure the order of map entries
29.727 || use a string builder instead || improve bulk shard request to string when it has only <num> internal request
29.727 || remove client debug || undertow <num> incorrect equals comparison in io undertow client http client request impl
29.727 || fix broken test qop and nc are not quoted || ignite <num> ml ignite dataset op is not loaded in tensor flow worker
29.727 || adds icu currency to immutable whitelist || add errors to the list of things that actool should report to us
29.727 || adding icu <num> j ulocale to well known immutable whitelist || add errors to the list of things that actool should report to us
29.727 || update pattern index to use correct template || add a few more file extension type identifier map entries to pbxfile reference
29.727 || modify generated keys result set test java || found bug in the old logic of rebalance cluster plan fixed unit test
29.727 || fixed the compile error on executor test util || revert fix bug drags that end precisely over an x close the tab
29.727 || add a png files filter and select it by default || create a jfile chooser as a field in order to remember current directory
29.727 || throw exception if null alert supplied || reduce alert timeout in j <num> me client to <num> seconds from forever
29.727 || provide a null default for config locale || fixed a typo in a property key copied from the line above it
29.727 || handle lobs file || using more common way to check the file in dump to xml test
29.727 || revert server log on installed plugins || add a log for the illegal argument exception in plugin is update available
29.727 || avoid automatic creation of indices || reduce max replica in test to stabelize with low number of available nodes
29.727 || working the assembly for packaging || create a thread dump if es fails to start in packaging tests <num>
29.727 || add option to swap talk to with enchant for eluned <num> || go proto aspect go support add dependency on third party golang grpc metadata
29.727 || resolve test error || cleaning up the test and commented as support for this api is optional
29.666 || reset the ui to the proper state if we start the swipe ui gesture from an inconsistent state || updating folder ui when icons are normalized increasing padding making the folder label bold and lighter color
29.517 || make test regexp random <num> harder || use a z rather than only a f in random simple string
29.517 || remove ant dependency for setting test system properties || remove files that are not used anymore config does not exist anymore
29.517 || protect loop from infinite loop in the highest of zooms || report the actual interval that was sent if less than <num> ms
29.517 || prevent the matrix from reaching invalid values || fixed the static getter does now return the proper type scale to
29.517 || revert re enabling widgets in launcher <num> go || disable adaptive icon drawable parallax effect during drag and drop bug <num>
29.517 || add no version vectors || add auth options and non interactive to get history get fixes <num>
29.517 || adding support for release snapshot builds via gradle kudos to smali || bumping dependency versions to <num> <num> alpha <num> <num> <num> alpha <num>
29.517 || add convinience methods to fade drawable || update index privilege to include shard action for indices data write update
29.517 || remove synchronization from bitmap size calculation || changed the way to get the size of a range a little
29.517 || adding new line like elsewhere || use a different exception for not null to be more spring like
29.517 || added a probe to figure out the hang problem || add auth options and non interactive to get history get fixes <num>
29.517 || added the build timestamp url <num> || add locale to http header parser test rfc <num> date long millis
29.517 || added a debug option to make it verbose || add auth options and non interactive to get history get fixes <num>
29.517 || add live lable to toolbar || hiding title from actionbar to show spinner only a la stats screen
29.517 || changing pexpire to pexpire at <num> || add check for null connection h <num> in raw query result close
29.517 || modify punctuation marks <num> || fixing <num> error only one parameter with no names attribute is allowed
29.517 || optimize oracle index <num> || update index privilege to include shard action for indices data write update
29.517 || hive <num> move precommit jobs to jdk <num> vihang karajgaonkar || set the default server url if cli starts with no args <num>
29.517 || hive <num> disable tests that are failing continuously jesus camacho rodriguez addendum || add gl <num> source collector fields to message and message result filter
29.517 || hive <num> store jobid in exec driver namit via he yongqiang || ignite <num> use default equals for grid job worker this closes <num>
29.517 || remove unnecessary call to hsync when closing files || avoid race condition that would cause flush to be called after close
29.517 || ignore metric test case || setting ssl tests to ignore till we implement the ssl bits again
29.517 || include class in the name when comparing with the file tree || throw a more descriptive exception when adding null to a view group
29.517 || added some more debug info || use a different exception for not null to be more spring like
29.517 || revert test walprocedure store on hdfs failing on branch <num> || stop m block master at the end of each block master test
29.517 || comment out some failing tests until they are fixed || setting ssl tests to ignore till we implement the ssl bits again
29.517 || add test case that highlights need to switch to harmony decoder || update remote ip valve s default internal proxies to include <num> <num>
29.517 || remove some experimental code || remove unused config properties critical path analysis enabled and critical path count
29.517 || simplify the code || fetch the simple name of the class instead of doing regex dances
29.517 || add assert set type || add tests that were supposed to be added in a previous commit
29.517 || add interface || add getter method for properties which will be used by the implementations
29.517 || build oauth <num> a service from service builder oauth <num> a || add protected http client transport over http <num> get http client accessor
29.517 || remove unuse line || remove export package s added to support vespa <num> bundles on <num>
29.517 || add solidity thread num config || interrupt the current thread on catching interrupted excepted in the test runner
29.517 || add solidity thread || use a fixed thread pool in byte stream build event artifact uploader
29.517 || add the verify atn deserialization option || add eof newlines as my sed was removing some for some reason
29.517 || id worker uuid synchronized || return a short name for core member to string based on uuid
29.517 || using open instead of load for asset bundles || don t check for npe where it cannot occur fixes pmd warning
29.517 || removing redundant null check from delegating method equals || update the condition to consider entity for delete method in http client
29.517 || clearing old entries before adding cloned ones || adding an index boundary check to prevent oob crashes on certain locales
29.517 || replace <num> regex with <num> and precompiled pattern || ca new rules for detecting typographical errors in ela geminada and point
29.517 || remove setup data from duplications parser test || remove java <num> assertions use org assertj core api assertions instead <num>
29.517 || add log to debug integration tests with oracle || add check for null connection h <num> in raw query result close
29.489 || add a regression test for <num> || add a failing test demonstrating a crash bug
29.489 || add a test for <num> || add a failing test demonstrating a crash bug
29.489 || add temporary spider type to java doc || update java doc for collection utils to stream
29.489 || update asm usages for java <num> || bump asm version to be java <num> compatible
29.472 || expose the new webapp loader flag in the virtual webapp loader but allow alternative name search virtual first to make it consistent with the virtual terminology || revert eof newlines not sure wht the diff was exactly but i guess perhapes that different editors have their own way of treating eof
29.287 || improve activity delegate and fragment delegate || add parameter annotation for overridden methods in comments list fragment class
29.287 || add fading edge to bottom of settings || hold a reference to the recycler view in posts list adapter
29.287 || made wrapper view public || return the view even when timing out in wait for view
29.287 || fix some details || peer group restore and deprecate some removed add event listener methods
29.287 || detect browser based on browser engine || remove h <num> o core s dependency on external regex library
29.287 || throws exception when call || avoid class loading issues by doing try and catch when closing
29.287 || expose access to gif s transparent s pixel || add rs support for generic attribs as input to vertex programs
29.287 || add resource id button api || calling preference on preference click callback when the button is clicked
29.287 || read access to log file useful for plugins like support core || add back removed method used for making the uploaded presentation downloadble
29.287 || allow derived types to perform some action || added a public method to set the owner of the field
29.287 || setting box store version to <num> <num> <num> <num> <num> || changing the group id from net homeip yusuke to org tittere
29.287 || ignore tests with size modulo <num> || giving up for now let s have the tests not bothered
29.287 || added the ability to lookup regions by name || collect all texture region with indexes for a particular region name
29.287 || merged the for loops || added a comment about the size of the byte to write
29.287 || extracting default db to a constant || handle the case where the path is not specified defaulting to
29.287 || parse command line options as json values storm <num> || made use image as is determination a bit more foolproof samsung
29.287 || start curator client || remove the use of nimbus task timeout secs from nimbus client
29.287 || get image format resources res int id || made use image as is determination a bit more foolproof samsung
29.287 || get image format || made use image as is determination a bit more foolproof samsung
29.287 || update test case for <num> to reflect the mismatched names || fixing https github com arun gupta javaee <num> samples pull <num>
29.287 || detecting the templates when cloning || throw an exception in panache when there is no entity manager
29.287 || added new predicate template constructor || clarify comment in template service explain why we have this class
29.287 || modify the url pattern reload time || give file writing message handler more time to sort itself out
29.287 || modify the cat filter || change the way test results are reported for better ide integration
29.287 || use all caps for constant fields || extend character limit to <num> matching longest in use today <num>
29.287 || remove unused fields from too many fields rule || make class level caches for inferred jarmodels handler instance fields <num>
29.287 || correcting a small defect in regex helper class || show no subject in the message list for mails without subject
29.287 || skip bytes in correct stream patch by lazar || improving get string from input stream method as per review comments
29.287 || fix some unit test failures || fix the names of ccr stats endpoints in usage api <num>
29.287 || add missing verbose like methods to lite proto to string || add support for new arm <num> e i os device architecture
29.287 || add copy of as a bad import || add support for new arm <num> e i os device architecture
29.287 || add generated service classes to bad import || add support for new arm <num> e i os device architecture
29.287 || use a tree map to preserve key order || replaced hash map with list hash map fixes jdk <num> error
29.287 || modify the function name try find master slave rule name || use the passed parameter in build info coerce to string values
29.287 || avoid crash while undefine uri in bundle json || added new stats url that we used in v <num> <num>
29.287 || alter parent type from bytes to string || determine parent class loader in cli in a more robust manner
29.287 || add a test for vpn networks see <num> || kill the network info int type constructor it s a trap
29.287 || prevent reload when no rules change on interactive state change || handle nulls gracefully in the java test rule when reporting errors
29.287 || reduce legacy restart delay to <num> ms || give file writing message handler more time to sort itself out
29.287 || add parameter element type to mock || adds method scope to json annotation for use with auto value
29.287 || update break add edit dialog java || update the to string method to show the name as well
29.287 || reduce log level in plugin factory || adding a summary info reflecting the order of the plugin stack
29.287 || set existing plugin instance as completed || adding a summary info reflecting the order of the plugin stack
29.287 || update rx data tool || update tests to be compatible with incompatible allow python version transitions
29.287 || update request template test java <num> || clarify comment in template service explain why we have this class
29.287 || avoid array map || replaced hash map with list hash map fixes jdk <num> error
29.287 || drop unused dependency org elasticsearch test framework || allow additional settings for the node in essingle node test case
29.287 || add developer to privileged plugins || add support for new arm <num> e i os device architecture
29.287 || add billing as a privileged plugin || add support for new arm <num> e i os device architecture
29.287 || rename server temp folder || add support for get temp dir as required by new importers
29.287 || remove some debug logs when building plugin classloaders || adding a summary info reflecting the order of the plugin stack
29.287 || override the method wildcard pattern to string || eo more strict regexp to match participles and verbs in esperanto
29.287 || increasing timeout || add proper timeouts to the tests since default timeout is introduced
29.280 || add arm s <num> bit server aarch <num> support || add unofficial support for s <num> x architecture in memory util
29.280 || allow derived classes to do something when the owner is set || added a public method to set the owner of the field
29.144 || hive <num> cbo calcite return path missing types in average type value size method in hive rel md size cbo branch jesus camacho rodriguez reviewed by ashutosh chauhan || add several devices to set output surface workaround asus zen fone go asus x <num> ad <num> sugar s <num> i <num> redmi note <num> kate
29.102 || fix a potential resource leak in jdtcompiler when checking wether a resource is a package reported by coverity scan || avoid a crash when null is used as a resource id in xml layouts returns <num> as resource id for null
29.068 || add hash code || speed up grant uri hash code
29.033 || add m context in basefragment || add signup epilogue listener check to social epilogue on attach
29.033 || set the asterix to a new line || increase large writes to try to always achieve is ready
29.033 || hide clear all button from accessibility || expose class name in app widget host view for accessibility
29.033 || add user event logging for clear all button bug <num> || don t close all apps when touching deep shortcuts container
29.033 || initialize down event with original down y position || add support for obtain motion event in shadow motion event
29.033 || exclude condition in json response when condition is null <num> || add proper node id to system radios output fixes <num>
29.033 || add bitmap byte count to decoding extras || rename properties for min max workers threads to keep consistent
29.033 || adding another cause || allows a custom message to be passed with a cause
29.033 || allowing this to be enabled from system property || add network stack to allowed log sources in statsd testdrive
29.033 || remove sparse matrix set tests as it is removed || increase large writes to try to always achieve is ready
29.033 || propagating same change to pipeline base eval || print a trailing newline in coinbase transaction to string method
29.033 || hive <num> cannot alter table to parquet vasanth via xuefu || allow n r t to be used in regex replacement
29.033 || bring window to front ci skip || have psurface fx pay attention to the set visible argument
29.033 || add televisionwallcr crash log domain || add moto g <num> s plus to hardware aec blacklist
29.033 || add domain select for app page || use different letters for rust to avoid clashes with exctags
29.033 || modify the cross handle default sort type || fix the documentation for security log security event get data
29.033 || modify the database all domain show issure || fix the documentation for security log security event get data
29.033 || fix bug with xpath exceptions in the designer || add check for experimental testsupport in is experimental java test
29.033 || add a little documentation || add test instance factory to java doc for extend with
29.033 || improve debug logging || changing swallowed exceptions to log warn instead of log debug
29.033 || revert part of r <num> || ignite <num> odbc fix for driver installation this closes <num>
29.033 || add a sanity check for constructor parameters || removed bad idea which would have introduced a race condition
29.033 || change the default connector for tomcat <num> || remove special handling for conversations latest release removed pebble messages
29.033 || add an additional error margin to avoid false test failures || add nullness on the fields in abstract bi map java
29.033 || add some debug logging for state changes || adding method to change process instance state without firing events
29.033 || remove a stale comment || add check for unannotated packages when excluding a class <num>
29.033 || add missing word not to nullable constructor bug pattern summary || add static bwc indexes for <num> <num> and <num> <num>
29.033 || add test case for my sqlstring lenenc binary protocol value || fix the documentation for security log security event get data
29.033 || modify key generator properties || add a default logging properties file to the logging module
