commit,classes
50953f294d50385a5d341bbd6bab38bc9e91dc66,"[('fix', 0.5865879709789205)]"
08d7a8d013b8d7b212da46eb4307908557ed9bb2,"[('fix', 0.5842562313527473)]"
bb51331d2efb02747f29cf1ecc7ea6e5017ec905,[]
b5880a37bb47d517b9e29190d4d1dec74780a8c4,[]
1b6722feab19c7d808701dac43ebd386a70df279,"[('fix', 0.6058976912819753)]"
2065dad7a870e5561636a9816aae5f0e48f9a07f,[]
5fa1006dab910e2fee02e0db5c6804196155db69,[]
2c91a73713b109596ba5fcbd0b21a0d6e47672c6,"[('fix', 0.5294384395646716)]"
1c5c3348681c9a9eb006635bf596945cd0a21709,[]
5537e66c4feb705dbd0fe52588451caaa9ddadb0,"[('fix', 0.5981919414939328)]"
210a2978f0307b690c5ecc89252d483bd669d36d,"[('fix', 0.650028921272926)]"
423e83f5f7fb1c08ee8178c3e01bb4e1d0878d6e,"[('fix', 0.6023897357917621)]"
7a6aec6228b103f81f6303f77aa60e13cae5478f,"[('fix', 0.6121680493060359)]"
7e93ccbea94ff9e8f414b8d91977ef673e6d33f3,"[('fix', 0.7247628635166664)]"
abf962b236279e780c1b830a97bbd3805708a219,"[('fix', 0.7187394098028517)]"
4784a6b9bc2715ad9621ff7711faef12252706a5,"[('fix', 0.7187394098028517)]"
8ec1b60e98374dd25f19ad80022834eaa0ebda42,"[('fix', 0.7187394098028517)]"
f49231274f97899252a147e2d656525129f40f0b,"[('fix', 0.7187394098028517)]"
7073a526fcf68bfe36dbd240651a215a975c9625,[]
24e208ddf568e1affd1412c6c8314525120bcf10,"[('fix', 0.5246375957903119)]"
e9b487f0d6b777a52b63e3a21dc1a71f6f05c0f0,[]
ec8e0e3afd393ed06934fb7fdfe910feda33d1e5,"[('fix', 0.5150900687783213)]"
d675e18525bb92cc1100cf5a5f6694e8cbf0f2f3,"[('fix', 0.5124775815432757)]"
071f4ccd80e229378335b1715c360511e7ec049a,[]
15ad9d275eb3a8ce3e4753f4d4889bc010ad7518,"[('fix', 0.7230809732163699)]"
83c5497b8169baae6120e7cdf18d529b3cb6b0c8,"[('fix', 0.6469080637381048)]"
e85e71c84c6beee30d0696ffb49e9367d97c127b,[]
659f627a16de752a8f75ce012b64ab903faee6cd,"[('fix', 0.6879310082376022)]"
bc2775253ce6933014b15f57018005631ba58de5,"[('fix', 0.6158324582605207)]"
96ba4bbef2e739ba5177a77a9a82ca47a4cd7029,"[('fix', 0.7380586028190829)]"
d9ff8f6b66b4df3e673b96c7fbcac1754d8cf9bd,"[('fix', 0.6115211313213531)]"
f1d9c6acdcf5ab2c7185f4139874eb690998f9d6,"[('fix', 0.5887281851565849)]"
9958298c5878624a54e78009494a283e9ec4ff73,[]
777d10293923a87e61b1c0a873304056f63fcf11,"[('fix', 0.6379856186613732)]"
978a3d24fd6372c25c960e9f3ae428405632998c,[]
cd07789eb19c15bffc731dedad95b4f35c1607d2,[]
141adf7c9ba96f8be64017d6d55c27adce1615e0,[]
3155b4990b2f98fe2a359c32322112fb9edde179,"[('fix', 0.7193140911909901)]"
accdde4e2edab1a81e7af758a0188e50beb32d48,"[('fix', 0.5978436825800881)]"
ba6f4457e095858427653d33abb0bbe24b8145b0,"[('fix', 0.5900445202534266)]"
d8fde73820fccafdfd6d89cc9f6b860dd932efe2,"[('fix', 0.5059335238860097)]"
06b9969392adcc4ff4b3b423d002a3743bb18dd3,[]
bcd97eda2e8ac2cf82b771a3c59894e5b2fa0700,[]
150006175440d228480a5f748a2a1d1d066ffc72,[]
c1cb2ab65535bb11b471b15d7a934d79ea00bfc4,[]
51a410555968861cdb2ba5f7fb226c8ba01c101d,[]
747e2b8d97a2b0aa166552a31664c7f86caad9d8,"[('fix', 0.5156637214192562)]"
942b3030e80d8859e925065b42de8adb6bae28a6,[]
1871d06746717b0e502bf1df2ccd6991044bead2,[]
0ea2e13c6433ec04e19dc9211e01bea3f9ba27e3,"[('fix', 0.5722801919114815)]"
4a00eb25d47b76b54b9e025102b587f6e2176798,"[('fix', 0.702499809294474)]"
b35fb09c7c181e1c12a4c3c2cd525e40fde1837b,[]
03b022730b8f19eb2adac8294993ae76118b12f3,[]
726b37754d1cf82615b820862ec4bd54616e1aa2,"[('fix', 0.6898495268131949)]"
e982a67a98883f5312380a6bbb5031be9f54aef6,[]
72c3788412ebce9f76b0ba5c9086e6c445620565,"[('fix', 0.557037816266072)]"
96c6cea7ed9cd2f9a38aa2c0c027893caa50d057,[]
1ef5549ba873b026e301a0c453ca45adf2a35c48,"[('fix', 0.5840688614965067)]"
4cf100825ff8c1b2a56fe3008be60cd8e638a347,[]
adbc35f917349e80d19ed02ff3dc81e67d0dcc0d,"[('fix', 0.5146007186777776)]"
225e345bea7ad5bacf94481dd28c64ea3fe5742d,"[('fix', 0.568795344017455)]"
24a6676c8809cd24c8c7ec0300edd0076ca84e68,[]
a0d0175600da854abcfcbdb7bf6313dcf6f24530,"[('fix', 0.6911877774653489)]"
bcab506c5ea3896130bce1ca99e92e88cadda289,"[('fix', 0.644818882587086)]"
cf2f335dc4bde2ade1eba04d1f59c1073b9ae289,"[('fix', 0.5192120640453037)]"
f7cfd0e67c549c65f63eddb1a524cc5314d3c587,"[('fix', 0.5361314084114709)]"
703c11084a5ce13d210ef58bc957649a61264687,"[('fix', 0.571334832301696)]"
e18bf3a9db18e416b85c977b11a9200634a17321,"[('fix', 0.6714956872681159)]"
bd3ed882264495c98ca45ae25022abf71c8a558a,[]
ad0dff32d2846ae594847c4a4dc924ac3480a986,"[('fix', 0.5829468333680535)]"
2bb0c0f1c1c2bf055bd10fa2491c4617bea801d1,"[('fix', 0.6284144428040003)]"
37e1b9642df66fb5a084c2ccddc09f17084f43e7,[]
782fe6ab12aa2bc9bacd6b028feaaf5b9b9fd710,[]
2b809b9ee283797841f88d2e74c151bb34557f0d,"[('fix', 0.5766764838888272)]"
881cc968c2285701bb90210faee4013a69cc908a,"[('fix', 0.8021333812072816)]"
870c6ec57eef8923b8e497eb9f1366ce57ba2048,"[('fix', 0.5310731172044593)]"
704b3e7195ef67241f4d48e26e8a07361e1838eb,"[('fix', 0.5698855922351499)]"
8ad6cdeb4562cd3f1c6486ded7f14ade7b055d5a,"[('fix', 0.5347612480713111)]"
d85694f7f89c6fffdcbd438eb8bd2c524b585fad,"[('fix', 0.6702305047203708)]"
d7b2634bef29d1590ed9eb290cc290cbd564186e,[]
f7c23fd4555241533cff03e969d59487d772deed,[]
6e791a02d1174fa7225a16ed6afbe077e10bf043,"[('fix', 0.5127253217329899)]"
9d6255b162d794ef3460e6b02e0eea30415474c1,"[('fix', 0.7773247295277343)]"
e31e4121244bccd9df1f0d80de51082b8a0b36f5,"[('fix', 0.8189249836847953)]"
81c9e0ed3cee6619e561887379d2e5cfc142eef9,"[('fix', 0.7015510253255204)]"
cd4bbe363c4b4ffe5fb643de390b97151196aa18,"[('fix', 0.5364873786247008)]"
d81ec3f52bc2d2147aff59cd52bcbdebf5adf963,"[('fix', 0.6537104879247796)]"
e430d4181b7ce911e50cc42da0ad2bc855fb4733,"[('fix', 0.5519430828617367)]"
fa0748cc6adc4b2cb36d3fb49ef87bf5061f729a,[]
7e99acd30aae8109f039eb84d09629d947d0cbe2,[]
77458ef0757a31608b0c41da0e0fcb9984299622,"[('fix', 0.5376310503306998)]"
fd91c1d6ab79b3a502a650dd18e29493dcdf269a,[]
1845e769797aa735f80ae2c9a23bda3a2107637b,"[('fix', 0.533843546233826)]"
bad8045a08d6c6f9ecb7d5adc7528c425805fef9,[]
e956fc016d28c90f496293941d561b7860d6b7d5,[]
214cba522b0cfc1053ff9c8a578cb3bc3a1c282a,"[('fix', 0.5292104323495312)]"
da372fdc5e7b15d7d421a1783a18aae64eff857e,"[('fix', 0.5859296611467159)]"
911d16338c89a08e1d92a4b6c5b7366b2ac19585,[]
451bb3ae4a6062394468aa9afe1806da871da7dc,"[('fix', 0.773141871923569)]"
a3a2c88260db2872cc0d23a6942fcbc6ae674c9d,"[('fix', 0.6808901802975059)]"
fc45a86dee8807019a1e2add5028b355f9cfa8af,"[('fix', 0.6094421661026108)]"
bd1e22ece3c493c78f8fa45b8bdafca74f6c67da,[]
c5047b0cbe85d53ec7f82b9049761cdd917115c2,"[('fix', 0.5765597983821115)]"
8d629e1c587a06735ea33d17389adf12581c5aae,"[('fix', 0.6897133517144978)]"
10338375ab3beb8a4d01857b519c6ed095e447d6,"[('fix', 0.5414272059609131)]"
4140be616fd8d726cfac1ad55f71e85d798b3265,"[('fix', 0.6215138082088277)]"
237cee9e136dde5bec582d27d4903e4e8877f36e,"[('fix', 0.5590962372235708)]"
6711d0cf55f1aa238a0f876753884d9934dc1d84,"[('fix', 0.5889792662268423)]"
ab0d101a17e1ebd2732276010c3e4ab94bf002c8,"[('fix', 0.5987749066902713)]"
1c48ccdaf56945652b3c735af5961aad8cdb1931,[]
c23966978ada89bddc5836a1ce782793dab6a01d,"[('fix', 0.5954153301975453)]"
18ea8cda7b852bcf46cd38ac058906a926257e8e,"[('fix', 0.5901028897175994)]"
bc5a8a7a5b74a86c1ffbd8e96f8cc742fa61181d,"[('fix', 0.527601995067491)]"
c6a37596c36c3aad495f636b7f72ddf26bdf3179,"[('fix', 0.6382264975760671)]"
aa9e80d0b76c331f8a04b34ed6546859087ef1d1,"[('fix', 0.5843568140455904)]"
f1e439e5b1dbe18f081bb94d4fd91b7e0af12c2b,"[('fix', 0.7205303602849678)]"
8fa39f4e7240943316848d5c8be8fc31952d8938,"[('fix', 0.7528427386643177)]"
c0840908205e18f0467b0ec6f7b526947c96bebf,"[('fix', 0.7206864991576711)]"
6260e170b6c6bb82f9b0c4d19d001240d4c1e1c7,"[('fix', 0.6691694823906784)]"
2205aff228211ce98b143861fcba7217a5ede539,"[('fix', 0.5485142335218569)]"
5e5097b93a35e8d3ac1208ddfe053c103c7cbabf,"[('fix', 0.5266764648479129)]"
713fa16ffd8ccd388096eb9597567616afad33ec,"[('fix', 0.544498459574046)]"
9dece364a244abd1ee4bbc8514311569873ee673,"[('fix', 0.5303065341169179)]"
ca7e01bcfaa3267e22fa1901a32767ed614e04f6,"[('fix', 0.6145025345826043)]"
add2ebc65aaa35f71a2fda391df43b7c49ac6443,"[('fix', 0.7594228396228764)]"
32d253b70b615bab8a58c283b3711f64e7d09603,[]
13a685674c8a9c4c73bb4ab443a2c5735f137537,"[('fix', 0.5850720145508034)]"
bd8a7147a6f034ec87a49209f46ed9f0435720a5,[]
b84811654aee49c31f7235f8cb7835c61791dfd0,[]
2612adff683864b9ba49b7db15c80c2c5a155721,"[('fix', 0.5151962593454363)]"
ca097eee75316f560da5b93c92773e94346f8240,"[('fix', 0.636280022814908)]"
6eb0b4c5d7aa330c73abebd5aa1c5312c578e367,"[('fix', 0.5489871651350654)]"
4971d2ddffaa1e25bd44f3305b06c7f2125e91a1,"[('fix', 0.8035365651492952)]"
3050ea2557a5079a5dfa5280e39254c6dfe8c966,[]
977043732a8d4994558d8e8736db77b0e27a7d1f,[]
fd9c32c3b4e5f24f51da6b88d9c0e5ac38355291,[]
492453283e771bbb25187b64bb1ada869dc90452,"[('fix', 0.5869562959927846)]"
6385fd5c976f0e4dffed33332f5220079c2f94bc,"[('fix', 0.7018271264803714)]"
e280fef54c974e8847d798fdf34eedddfe90b391,[]
05a1b8e6bea67e38b4878c1f2c5d4ef924919b7c,"[('fix', 0.6535168764978461)]"
932bf67b3e23be366753a90c693d7600e4e33a7c,[]
35f1a1a27ba8ed49cae37cdc44a22ba748ad2f67,[]
5dffebf4c08f5d2297f478a5cbb00f8803c56384,[]
ff0cc3db6d1df1cc8828f9b1fdeba46a6abb9b80,"[('fix', 0.668710294509868)]"
0e74c5a7ec3be6c508faea16c620da4b39be836a,"[('fix', 0.7425976836909851)]"
1863b3e3d33ff468d48c411e76623e384ec658e1,[]
fdd089f0f9211607bfeb498abfda37e177ea81c1,"[('fix', 0.5590962372235708)]"
63977ad667a08ac9524806e7d8254a0656b9409c,"[('fix', 0.6526598171603861)]"
9d80a3feb983a7667e15a2f64bc23d364faa71f1,"[('fix', 0.5315547372836734)]"
4f2a0f0f0f9c1967fd2a48d4bbaeffad55f5b21e,"[('fix', 0.622179424357133)]"
e513e54c81803b03672b4acd7f97224c5bc5f3e9,"[('fix', 0.5692764451759248)]"
49513c11215f0c71dc81aca642f033626ac90f06,"[('fix', 0.5111589771118434)]"
cb2c3d506045e424956a2db62eac62860917bbc5,"[('fix', 0.5010717241167479)]"
ddeabafd64822c91e627403e5c0477276af63a9f,"[('fix', 0.6499764862456827)]"
03372873f0d750738e48a9558c01baf0e1a5ee9d,"[('fix', 0.5470207176108499)]"
994ce742b33e8a1bdfc606ea324348dd16804bdc,"[('fix', 0.6605271497525969)]"
63619684f1a4390d3a8b5b60bb6af365269ab7c9,"[('fix', 0.5580676939510141)]"
86946fa8f85fc0be0278581568e2b62e0021feab,"[('fix', 0.6310373839666296)]"
7f01c9e1581b64b56578110ed25c1e7e5e0b816e,[]
49b33ff2dc53cd5d6f9711dc1159cbe62480d2b2,"[('fix', 0.6644029763675003)]"
9909934d1a0100cbf5e1a587485753326cc0f8af,[]
0e71ccae21959bd44d5a2e07b771ea9d2037997a,[]
d9df31a45e8f804ac22e4bb1f643619a42db7200,"[('fix', 0.6979059673405221)]"
46b9a15763517cfb787f9150386b1df31aa19586,[]
28f1b791b727accc477f3ff1aae126fa0a7b9b5d,[]
397de659366c7b1f4b63aa0f8a97b9e8e1175c2e,"[('fix', 0.5592007159957237)]"
88579ce3c640891513321464346ba3574973e8b1,"[('fix', 0.6238833052469858)]"
c78c76ffef2c3e5da6a1b575732dc593b202dc33,"[('fix', 0.6319402603516965)]"
d736c80d694e17609b692d9244960946f3e00018,"[('fix', 0.6483357057829146)]"
a92441f72b56ebe9b8ba1c55b8152da50bb2102a,"[('fix', 0.6611352463842632)]"
62905ab278f9b9667fd8aa89eb7809e09cd18c37,[]
34a76d3b00dc455c47a9d01490e053b4ec160c9d,"[('fix', 0.5977223408064535)]"
9ae255c09e288e2338cc02f37aab98d1c996701c,"[('fix', 0.5325691635429152)]"
e2db61ac8dbd1b59f21b125481d3022ccdabbeab,"[('fix', 0.5302276639698824)]"
644e1cacce60fb50a0b1d85dd1de6a0764e79153,[]
7883d92f161dee3ade69465be696cbc28f80af19,"[('fix', 0.5544195091085483)]"
0ab010f3d308b2ab6c78db66931baff9fc9270b4,[]
ef5f3b57062e8f481d21a3723d617a526e878a53,"[('fix', 0.644905559033228)]"
e85c5b56c986daf5da5a049486c6bb6d0dddc452,[]
c3faa02697247b7a7a878ac09e8fea0601564ed8,[]
8575e10eeda53abf7eaa9636c926f4832e4d01a8,[]
d3f80ea54fa9c04d8f2c06658eb080e83e345a5e,"[('fix', 0.5473592879655022)]"
05cba1a53a4457d3f4c1f8f7c26c912c47a8e06e,"[('fix', 0.7250617020325413)]"
d67cb6037a83dc5853d3c25005a5f7f546b6b46d,"[('fix', 0.5184816412534293)]"
805ab749b8c607840e0487b4e3a6ea064b3edfd7,"[('fix', 0.5699676020076628)]"
c78046309c7402cf017f98e5ee22e9f0667fbfba,"[('fix', 0.5696301013977835)]"
ca45ea70a868c6cb60fe3cdbfd2a8465485be1de,"[('fix', 0.5131649188281857)]"
3b4b35ec67b65f39f3d4aa8dc8a089eff18ca358,"[('fix', 0.6762804312600498)]"
2c9a2f4d656f026d2c91d06681b523728ad2ad50,[]
f2d26264453db41935ff808ed6969829f250972f,"[('fix', 0.5747046622130534)]"
6233fdad54c205204c68f4272d8c99e4f1bb2f68,"[('fix', 0.617564980808313)]"
bfeac6f1a28bbb7e732c227b7b4dba62fe29c031,[]
8b43fe9a643ed3efbf7a5c64702a13a24e2cb461,"[('fix', 0.5717967729696127)]"
e553165bfadc620544404900c81c90fb6f4fbd3f,"[('fix', 0.6247681514195816)]"
64482070d9dbe563c5cec7256996c945897638a8,"[('fix', 0.7151757425937093)]"
b1f8f7b37a32f8d257269508ed1961342e1cfb51,"[('fix', 0.5327649782229514)]"
660041750d037714fc0c1ce45769a4d88dea37ae,"[('fix', 0.5319668679799522)]"
c29d81621b581a430c50cc63a8c269c061e9cd3c,"[('fix', 0.6257131915140614)]"
744668e7d20d05764598795882ee9bf86d77fb01,"[('fix', 0.7031586290948042)]"
043d89d91f2b5478b58faaa21b92e224045e7a4d,"[('fix', 0.6270471629886675)]"
bf264ab29d87939e072054db71e063c961472700,"[('fix', 0.6467981958764658)]"
4a5594afa7723ad2cecd690b5bd18c1254719549,"[('fix', 0.5217136664895664)]"
cc1230bcbd6d6f0176e913976d46abf492137add,"[('fix', 0.5764196100962526)]"
23f400e903bf8515cf8cd70a2f5be6327dd3757d,"[('fix', 0.6239162289199424)]"
cfeaf91df4f64b54a91f3e58dd20621e4d7b9198,"[('fix', 0.6533014793122339)]"
7a9650b1d6264f93ab6a38b6f2f38b67e31a4de4,"[('fix', 0.5542281810734444)]"
da0c3957d6bb92d2e3098cf64541cc67d748d0e6,[]
2bc96159a8f468c86bab36b4aa8bea530367ca1b,[]
66af15cc0ba997da4c8a84f48f728d9e44758e9f,"[('fix', 0.6385784515918833)]"
6cd00a35f9e8ad94c9fb995f55726e60213b6d28,"[('fix', 0.6064372375768843)]"
3e427a979c1157baa105842a405b4cbc0c9c2b82,[]
ae4c7946fce5dbbf561b169d5a48caafd49697c9,"[('fix', 0.6130144649672863)]"
f9c4ed5fd8b5d48da80603853a817b88acbdb4bf,"[('fix', 0.5010681075618058)]"
f944eb7aa5de9fb2bb7aa49bbbe1a47ccbd0f064,[]
f31e7b48618b1be816877d38335bf12546723f45,"[('fix', 0.6218589526087586)]"
ca2f102c215673abdb76804cef2bd9496c1dba9b,[]
76af0603456e70fe34c9ccbf1424909ab456499d,"[('fix', 0.5099254186436962), ('refactoring', 0.5150333363513486)]"
02da12949ec4ca7a39f54049687b5729c964beea,"[('fix', 0.7072145427322915)]"
44be186dff669ef44a2be09081847cd3dea45137,[]
0c661abb68436ab1fd3c204f168dc8f791432564,"[('fix', 0.5842059894473511)]"
1751f92953d023e916f84c54b6896b4e5e841ed8,[]
9546d1d9370aaabe8f1aa0585c25e71bd029eb26,"[('fix', 0.6623365562608554)]"
86665b81fb75aa3c5e78e5fbc4eef2668ebfa0d1,[]
e2b47657e5ea286b62d76ed81f13239003a8d67b,[]
22a85a38f6620da0de12b4562a547e5357421d23,[]
d55283f365279bb439588ce85198759a322ab9a9,"[('fix', 0.5198082202820812)]"
544f00082e50e8a86a0e7f1d1bb8b84575793046,[]
247e11997904accdbebe411c023f457fd2bb119a,[]
416ce4258cf82676e0c7f8b35944f7d96974a710,[]
0c3e69caa5bd9b12055c92b8f0ef8b3017c2a58d,[]
ee46a122be5706a4b47ece3f6bdd203f3ee0bf68,"[('fix', 0.5138141366075116)]"
16f66e9dd34e032ea3c3253750db5c4aabbfa866,[]
8a7eb0c8cfb4616c6a83e425de91d61d3468119b,"[('fix', 0.6790678450239696)]"
f31574759e1319df5811cdf9891be572c3617ed9,[]
4d5b7be0e45484b03ca13634295391eb06307c72,[]
f7628cfb4c11b0ee522db566b806787e2fbeb550,[]
eafe90b34e1e16913e90af5b8606e8b22f83095f,[]
a3db9f9fce6f786b3635c4ae885f66e77cd02440,"[('fix', 0.5103358855376434)]"
5d8cf51474d73f98c2b780b419b5eec6a6000f6c,"[('fix', 0.5576915594579186)]"
18a3dbcbf32baff80250f6c91caba6bcb1ae9c83,[]
cd9056773bed0f9cbd3fcfa8bb79557eea9dad6a,[]
fb58694e3ba8d51d84f2e3bca26998bde7736266,[]
f33e13c6aaf1365be151882bebd37ff912b1275d,"[('fix', 0.5447005989532493)]"
1eb1d4340d79fe811ae38452b9e17d40eca9e2e2,"[('fix', 0.6244903346280949)]"
295cd46b803df4c6974f56da4c2c6f5ed31c862a,"[('fix', 0.5470895176782494)]"
031aa86c07338b246219f4b5d08e7cf80d405312,"[('test', 0.6374739662549221)]"
f4bb24843c2335b0ef330a1982eb968a529a7d8c,[]
b5fb9deee4bf1f7dff19af9322492c22839e9877,"[('fix', 0.6559594272403845)]"
b3c6d402ccd655fc43f8e4e5b88664d9b449eaae,[]
97e5a1ed362c96a24f8bcd99ba0f69d413e7996e,[]
0118bf86e09990260df9c0e87a9184bc1c2b522a,"[('fix', 0.7342624186303075)]"
8e4ee2ec3f76798599b1649202acab1d8f8c7153,"[('fix', 0.6298629177419872)]"
c2c13c8b1c718e2cb4ba67c247bf369fd23975a7,"[('fix', 0.5520330686354105)]"
ff933c1252dcbe5e96d64ebc170c165545fe2ff1,[]
2ff374b426dc331750ecf4e3947ff662109e58a5,"[('fix', 0.5742344663992874)]"
0bb0c908abcaebd2000a28af6178f9d3b4b34774,[]
0d8fabeae0c8d41cc3283967233cf9c11203b4e0,[]
b3338de42976292b63a905510a8a55fee6ad9f9b,"[('fix', 0.5043225193171442)]"
c48d514327b922e3fb3127550bf82f5d497aa0c3,"[('fix', 0.789524911516054)]"
b52c0e861c042cd0dddbe03a1c1fc427a3929cda,"[('fix', 0.5736795616787173)]"
a63e90ef671b516d94399cf1743f69982a7ec2b8,"[('fix', 0.6376237498915271)]"
239100625a516d3a0abe76a600634fb737a1bf7d,"[('fix', 0.5443349943858948)]"
8b17f8bf41ab0a96d24afd76942b38654a9e342e,[]
ab309ec30780b5efb8d99587ec906008d8c94643,"[('fix', 0.6239798586819181)]"
302ff0521962a199fc5a500dc564fbe01eaf6a5b,"[('fix', 0.6476831812498579)]"
908a39961fb062ae9a7367b19f6516869b974c54,"[('fix', 0.5864613079412625)]"
c8ccad146067934ab2e7c37bd0b11578276d0821,"[('fix', 0.5140006688589738)]"
bfe1f34b96357423e2cee82eb10885425e3a50a5,"[('fix', 0.5345490070590588)]"
e0ec846f0ceac4601c93ac46f260d069def09a5a,"[('fix', 0.5668838862356933)]"
a2ac5ba5bbfc706cce73c60eccb477f2fc632f65,"[('fix', 0.59535146613317)]"
ea78b8321085cd24430eda251a5dcb47863f1d0b,"[('fix', 0.7155078865145446)]"
dd6f1faf409a312015f0334bf9b5d9ca7855ff54,"[('fix', 0.5903925502322943)]"
e0b8a910afb590131cfcfa45f57b33f4d7d6f8ff,"[('fix', 0.6807500770941874)]"
7d5ea883f37aae10c401621680ab41fd6e4d4688,"[('fix', 0.7546202263044626)]"
e0a6043fb39b792620e8d4b44e3f1ad4678dd0eb,"[('fix', 0.5862805376878274)]"
5a95a5bb1e376f33c8fc8bc4248bb77bab3f5091,[]
4b66f5337d70d634a2bad15c574132d3733552a7,"[('fix', 0.5370197442456037)]"
ed738c847d0da8c6981476e0af34be32ef48b56d,"[('fix', 0.7224035842746184)]"
71154d171d17d3f616da0f16a70c2609ef690130,[]
fb6de6b4ef8074f023c3b17d1e7ef741c26fcd1d,"[('fix', 0.5590039248829556)]"
5c186d02f91e27a4425e736e793623ebc42ab041,"[('fix', 0.6764273977210692)]"
36a832e69b8eeca2ee485553df53a443876110b8,"[('fix', 0.7321032998624742)]"
f0932143da9d6e6280e844d5587d6a52519b29e3,[]
856f736a5a76255c357a103978545aeb8a8ceb79,"[('fix', 0.6835490884776275)]"
2b9c30fd3bdacac3ca61234d88f23a84e1620907,[]
3e638986141e812680bfe5abeaf8a314844717cf,"[('fix', 0.6368690940752312)]"
1c422f664923295f789b7e2c82052818d383be65,[]
08763b6418faa0f9e85a7364b914d7ad8438524e,"[('fix', 0.6288902477326069)]"
500e0babb6a768611b3ceae33a76e7ba7d5fac6e,"[('fix', 0.5883096960723774)]"
d57f9fd6eb5a1555f8fbdbb2b696752c546d4cca,"[('fix', 0.6664843447070065)]"
0b496f50855fcc34a67e8e4954fe787ee66bc1e9,"[('fix', 0.5116163787845474)]"
ae2ca109ac06de07095b91a852acb6b95d69fd8f,[]
1a849d1becc546ac94d1ffe4e2ddae62025014e0,"[('fix', 0.5952552205278997)]"
9226550989e3b22a0452616dd97770e4eee8ea3a,"[('fix', 0.5405320849762061)]"
ff5d2abe3a59f311a7192230371ebedf2912bcc2,"[('fix', 0.5050520285622542)]"
92f2a31a3a39ab4b4d88fa4f399b925153eb91b8,[]
ecde66f3e2acd5fa8bdd0eeaf9ef7efbabfdb5c2,"[('fix', 0.5441262236172419)]"
c2cf568f4531da96123a490a26f62ca5e87c45ba,"[('fix', 0.6380588320847741)]"
0bd5944c17160680e87bd15f2e8ad3d2255dee5c,"[('fix', 0.6123550505318964)]"
c040381654302ac9f71a1dca4baab9c818ad73da,"[('fix', 0.5944466998492267), ('refactoring', 0.6495115605847533)]"
52b2df366780fe55f75e046879d02a5d74f2ff8d,"[('fix', 0.5304204775298227)]"
71528b37beb16dabcb3b44e61b74244c6d544bf1,"[('fix', 0.5188815954777193)]"
17169a0d9c457fc40781738410432b25c589ebff,"[('fix', 0.5603042452410889)]"
83e61295bb7f27b039278e470ef445cff79e6982,[]
b1bb025b4ebf0800f5a2b6f07800bc358245e4ed,"[('fix', 0.5405320849762061)]"
a62d7dabf07db29d639740e75ab1f579b6eaf6c2,[]
420bdb951f3e7861be90f2ed6097236809fa6b61,[]
2b39a47f9accff7c98930ec2c9a77f25660af3b0,"[('fix', 0.6614471758217083)]"
a40224361642620e308a07cf1176600f848b57c0,[]
7c68878213eaeed7c66cdd7fec4b96d26a72dd2a,"[('fix', 0.5466398356201652)]"
c5e0c3a8118cb23a8959f5133f0cdf5dd6e33b02,[]
2b303c7a1e639bd399e52ef0ed17266c2ee8ba5a,"[('fix', 0.587533078783792)]"
0b05769deb203f1531122a8485a882e2ae9a62af,[]
dcc8857d002fd2013f7083d2730ea876170a5a25,"[('fix', 0.6312718853789393)]"
9f6dcff1d4fef5913b66dfd287b9fb7a51418ea3,"[('fix', 0.5516209954204643)]"
a73b3cdb465c9d7386cae4399e6786f24e985118,"[('fix', 0.661746040647253)]"
73522a1cecd2da289c0e6bba46995b70edc8c79e,"[('fix', 0.5846453222096274)]"
4c202458baf88b3a72905657f51203cd5eead0b2,[]
8ef82b293f36d075359be0d6322c8ce4bc30690b,"[('completion', 0.8410947376527337)]"
5195ec229b27186fdb5ba6f0a550de8149ac6081,"[('fix', 0.5979071549502784)]"
0f2ea5beddd3c3fb5cdc3099351bc2e68e05d021,"[('fix', 0.6529263678307394)]"
f744e889dbf364c9183dc6e947a45a497e3b6395,[]
a298343db2fce834bde08a0fd4060f8da24ad566,"[('fix', 0.730210541703441)]"
c6904a159d64b69c9f0cd68d08ab2c5f359257c0,"[('fix', 0.6028465367364964)]"
ff19439133c0d5c775099d51f88e0e2a4dc2f597,"[('fix', 0.6739448337591507)]"
799ac57c9650fb6a250cd00d9a3e208e4de78338,[]
48dd4d9bebe68e56d07fc42222a612ba6941a59a,"[('fix', 0.552262992556395)]"
03e1d6562403cf27c83a348bfc88a445ef990d74,[]
096a3749a35c1c7fbe171fda585af1af5a8f4002,[]
bd524cfd722779bedd6d7cde11ea1de18a06c2b8,[]
42fb7e646150133fa651b4e8dd4547f253422b44,"[('fix', 0.6003692599683506)]"
39da318e255865b9d0025591e31c6f7a6ba85aad,[]
b12bd2e8747566bb394d68d609d5a537056b1a15,"[('fix', 0.6391325645323608)]"
1c2065b91b886de662a18923ca1db4d58e7d8e0d,"[('fix', 0.5867662803887955)]"
03d27db69363d4bc073618926460ef1015ffe75e,"[('fix', 0.5569943536406853)]"
907aae13b93f827f16ff7984cea5f551bd40f5fd,[]
a10a7f2c5cc6aa5f09d33ff935912ac11bafb2ce,[]
0874fc41e165f758a5b211babf3e2e6ba6ddf00b,[]
591b15f9c5f5974ba6390d20672a413e4db5a198,"[('fix', 0.6451530464945542)]"
73b4b4b7f70348d53aee2a34277a46f241119470,"[('fix', 0.5513909564778692)]"
edef171aa16468213429a373e6b522480e15eed8,"[('fix', 0.5226048248804709)]"
